rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
22,2026-04-16 10:15:00,SPXW,SPXW260416C07065000,7065.0,call,7041.81005859375,0.0032931790567042123,1148,2570,706613.0,0.47296893773536575,7.834197458496739
23,2026-04-16 09:25:00,SPY,SPY260416P00697000,697.0,put,699.1024780273438,-0.0030073960448206514,898,7021,488204.0,0.5330210321914609,7.8194044417192865
24,2026-04-16 10:25:00,SPY,SPY260416P00699000,699.0,put,701.4000244140625,-0.0034217626611396813,489,8219,335187.0,0.8158102790382682,7.814569942841147
25,2026-04-16 10:35:00,SPXW,SPXW260416C07065000,7065.0,call,7042.47021484375,0.0031991310533004314,821,2082,571236.0,0.4941162671820403,7.791193280869367
26,2026-04-16 09:15:00,SPXW,SPXW260416C07040000,7040.0,call,7016.02978515625,0.003416492742728026,704,1698,713459.0,0.45411579361953525,7.782537600296307
27,2026-04-16 08:35:00,SPY,SPY260416C00703000,703.0,call,700.8900146484375,0.0030104371691196895,914,7059,401132.0,0.5734670881405622,7.773624328950932
28,2026-04-16 09:00:00,SPXW,SPXW260416P06990000,6990.0,put,7015.830078125,-0.003681685251405513,501,1311,895597.0,0.42457935879642295,7.772186898440389
29,2026-04-16 11:30:00,SPXW,SPXW260416P07000000,7000.0,put,7032.18994140625,-0.004577513075509003,1295,4188,1225538.0,0.5569325471751998,7.772005760767709
30,2026-04-16 08:50:00,SPXW,SPXW260416P06990000,6990.0,put,7018.47998046875,-0.004057855910112303,779,1851,1182431.0,0.4165190188687543,7.771938420298675
31,2026-04-16 10:35:00,SPXW,SPXW260416P07020000,7020.0,put,7042.27978515625,-0.00316371769312708,647,1456,579000.0,0.4569481865284974,7.770512192393987
32,2026-04-16 10:00:00,QQQ,QQQ260416P00637000,637.0,put,639.0,-0.003129890453834116,686,7807,608653.0,0.4213369522535829,7.766740296596185
33,2026-04-16 10:00:00,QQQ,QQQ260416C00641000,641.0,call,639.0650024414062,0.003027857183856917,818,6593,413075.0,0.5558530533196151,7.763525861063712
34,2026-04-16 09:20:00,SPXW,SPXW260416P06990000,6990.0,put,7012.85009765625,-0.0032583182783112222,388,994,621705.0,0.430916592274471,7.747006167486429
35,2026-04-16 09:10:00,SPY,SPY260416C00702000,702.0,call,699.7979736328125,0.003146660107854091,870,8355,435888.0,0.5428779870058363,7.738255864044491
36,2026-04-16 08:40:00,SPXW,SPXW260416P07000000,7000.0,put,7027.7548828125,-0.003949324254375891,784,1845,973538.0,0.4268236062690927,7.730379684010148
37,2026-04-16 11:30:00,SPXW,SPXW260416P07005000,7005.0,put,7029.490234375,-0.003483927505189493,815,1904,729178.0,0.4101673391133578,7.727823240250025
38,2026-04-16 09:15:00,SPXW,SPXW260416P06995000,6995.0,put,7016.18994140625,-0.00302014933791871,358,896,601725.0,0.3395687398728655,7.712922715839957
39,2026-04-16 09:00:00,SPXW,SPXW260416C07040000,7040.0,call,7015.93994140625,0.0034293421543924287,532,1566,741682.0,0.3696840424872115,7.711099720899487
40,2026-04-16 08:35:00,QQQ,QQQ260416C00640000,640.0,call,637.8350219726562,0.0033942601970146473,1126,6921,681595.0,0.3761794027244918,7.691428376694726
41,2026-04-16 08:30:00,SPXW,SPXW260416C07055000,7055.0,call,7033.64990234375,0.0030354222846854704,524,1241,571310.0,0.34285939332411475,7.689105293948759
42,2026-04-16 10:10:00,SPXW,SPXW260416C07060000,7060.0,call,7037.08984375,0.003255629352287961,1006,2217,574859.0,0.4052750326601828,7.688148317523327
43,2026-04-16 08:40:00,SPXW,SPXW260416P07005000,7005.0,put,7029.75,-0.0035207510935666275,402,1090,670409.0,0.40993333920039854,7.6800484948439625
44,2026-04-16 08:55:00,SPXW,SPXW260416C07040000,7040.0,call,7013.81005859375,0.0037340534156838877,796,2087,980325.0,0.30841710657180016,7.679571602924242
45,2026-04-16 08:35:00,SPY,SPY260416P00698000,698.0,put,700.830078125,-0.00403818017139274,876,7792,436781.0,0.7408655596282805,7.66967624078775
46,2026-04-16 10:05:00,SPY,SPY260416C00703000,703.0,call,700.6599731445312,0.003339746731880247,1234,10390,335565.0,0.6435891705034792,7.6674431020221245
47,2026-04-16 11:30:00,SPXW,SPXW260416C07060000,7060.0,call,7036.93994140625,0.003277000910305015,1368,3092,627944.0,0.34787974723860726,7.662701080873889
48,2026-04-16 08:50:00,SPY,SPY260416C00702000,702.0,call,699.5900268554688,0.003444836335594499,1638,11058,620469.0,0.40208777553753694,7.661357662870524
49,2026-04-16 08:35:00,SPXW,SPXW260416C07060000,7060.0,call,7033.14013671875,0.0038190428114775535,807,2029,750119.0,0.428635989756292,7.658053891263454
50,2026-04-16 08:40:00,SPY,SPY260416P00698000,698.0,put,700.4299926757812,-0.003469287011108986,1216,7534,490141.0,0.5083884025209072,7.657924217752083
