rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
1,2026-04-16 08:30:00,QQQ,QQQ260416P00636000,636.0,put,638.030029296875,-0.003181714345188647,986,6713,775128.0,0.7341290728757057,8.168988754826767
2,2026-04-16 11:30:00,SPXW,SPXW260416P07010000,7010.0,put,7031.91015625,-0.00311581857036756,1363,3837,1666509.0,0.3552336050990424,8.142295958004999
3,2026-04-16 09:00:00,SPY,SPY260416P00697000,697.0,put,699.1300048828125,-0.0030466506485721913,1516,10903,918224.0,0.5521648312394362,8.10111874955241
4,2026-04-16 08:55:00,SPXW,SPXW260416P06990000,6990.0,put,7013.10009765625,-0.0032938497005012037,656,1533,1152374.0,0.4351104762863445,8.008549394120081
5,2026-04-16 09:05:00,QQQ,QQQ260416P00635000,635.0,put,636.969970703125,-0.0030927214684083617,1332,8248,940774.0,0.4421401952009728,7.98780952269379
6,2026-04-16 09:25:00,QQQ,QQQ260416C00639000,639.0,call,637.0650024414062,0.0030373628298184852,871,7370,628997.0,0.59217929497279,7.979619710565765
7,2026-04-16 09:10:00,SPXW,SPXW260416P07000000,7000.0,put,7021.47021484375,-0.0030577947618948605,685,1470,976130.0,0.40639771341931913,7.978567390180845
8,2026-04-16 09:55:00,QQQ,QQQ260416P00636000,636.0,put,638.301025390625,-0.0036049219711292604,245,6586,475969.0,0.8708550346766281,7.9669580236948
9,2026-04-16 10:35:00,SPY,SPY260416C00704000,704.0,call,701.842529296875,0.0030740096432833913,1232,14414,473075.0,0.6965132378586905,7.949241260937559
10,2026-04-16 10:35:00,QQQ,QQQ260416C00643000,643.0,call,641.0679931640625,0.0030137315488203754,956,7772,443708.0,0.7014072317830645,7.944386004982865
11,2026-04-16 08:50:00,SPXW,SPXW260416P06995000,6995.0,put,7019.009765625,-0.003420677050854919,679,1775,1245797.0,0.36865958097507057,7.937904095042348
12,2026-04-16 09:05:00,QQQ,QQQ260416C00639000,639.0,call,636.9600219726562,0.0032026782795974646,1421,8166,766535.0,0.5091483102532827,7.932877382477949
13,2026-04-16 09:45:00,SPXW,SPXW260416P07000000,7000.0,put,7021.56982421875,-0.0030719375807318062,760,2189,1117434.0,0.30437949802851894,7.931020493901686
14,2026-04-16 08:50:00,SPY,SPY260416P00697000,697.0,put,699.5198974609375,-0.0036023242084807397,2803,15605,1170912.0,0.44068896723237955,7.928516332447479
15,2026-04-16 10:00:00,SPXW,SPXW260416C07050000,7050.0,call,7027.580078125,0.003190276258080259,1068,2409,717838.0,0.5248273287287661,7.9237715010454055
16,2026-04-16 08:50:00,QQQ,QQQ260416P00634000,634.0,put,636.0999755859375,-0.0033013294553314947,1758,7946,947313.0,0.4332063425710404,7.919301461600247
17,2026-04-16 08:30:00,SPY,SPY260416C00703000,703.0,call,700.8900146484375,0.0030104371691196895,1475,11877,649933.0,0.4988160318063554,7.908554137880805
18,2026-04-16 08:55:00,QQQ,QQQ260416C00638000,638.0,call,635.9600219726562,0.003207714253823743,978,8137,834399.0,0.4472344765513861,7.9062944958227375
19,2026-04-16 09:25:00,QQQ,QQQ260416P00635000,635.0,put,637.0999755859375,-0.0032961476477944666,1226,8669,826409.0,0.46565078550693423,7.894002054905888
20,2026-04-16 08:55:00,SPXW,SPXW260416P06975000,6975.0,put,7013.56005859375,-0.005497929478268625,508,4003,2155838.0,0.662582717254265,7.846820197995976
21,2026-04-16 09:15:00,SPY,SPY260416P00697000,697.0,put,699.219970703125,-0.003174924624782429,1375,8663,603615.0,0.508319044424012,7.836602400053762
