bucket_min,symbol,distance_bucket,premium_bucket,n,touch_pct,median_minutes_to_touch,median_mfe_bps,median_mae_bps,mfe_mae_ratio,mean_end_ret_bps
5,QQQ,0.3-0.5%,$1-5k,147,12.925170068027212,67.0,12.539310932159424,9.789699077606201,1.2808678625110061,8.10340489079691
5,QQQ,0.3-0.5%,$100-500k,466,30.90128755364807,51.5,21.76743984222412,21.630680084228516,1.006322489975492,-0.6669952737351343
5,QQQ,0.3-0.5%,$25-100k,443,22.799097065462753,59.0,19.88265609741211,20.266677856445312,0.9810515684043858,-1.1753123869139777
5,QQQ,0.3-0.5%,$5-25k,364,16.758241758241756,49.0,17.132113456726074,15.628534317016602,1.0962073032064403,-0.2631466315852271
5,QQQ,0.3-0.5%,$500k-2.5M,98,32.6530612244898,47.0,18.95549774169922,39.05830955505371,0.4853128043081575,-11.298948227142802
5,QQQ,0.5-1%,$1-5k,923,1.9501625135427951,20.5,16.7026309967041,17.883516311645508,0.9339679459921185,-2.405958594971681
5,QQQ,0.5-1%,$100-500k,304,13.815789473684212,66.5,21.94441509246826,28.450733184814453,0.771312814679274,-4.736131775536035
5,QQQ,0.5-1%,$25-100k,687,5.094614264919942,61.0,18.92519760131836,23.330703735351562,0.8111713138186306,-4.2235124561247
5,QQQ,0.5-1%,$5-25k,1004,2.589641434262948,91.0,19.716529846191406,19.300244331359863,1.0215689246045008,-1.6645460626679267
5,QQQ,1-1.5%,$1-5k,804,0.0,,18.729829788208008,21.135644912719727,0.8861726181317578,-4.0914612402593
5,QQQ,1-1.5%,$100-500k,14,0.0,,24.63173198699951,32.78238868713379,0.7513708723936523,-3.776272569383894
5,QQQ,1-1.5%,$25-100k,117,0.0,,18.053699493408203,43.87090301513672,0.41151875736816174,-19.84345454436082
5,QQQ,1-1.5%,$5-25k,495,0.0,,16.385896682739258,24.278804779052734,0.6749054095478654,-7.9464108259634365
5,QQQ,1.5-2%,$1-5k,448,0.0,,17.965476989746094,22.729976654052734,0.7903869530170795,-6.888492412011275
5,QQQ,1.5-2%,$25-100k,18,0.0,,19.762250900268555,45.13719177246094,0.4378263273420098,-19.735372013515896
5,QQQ,1.5-2%,$5-25k,172,0.0,,12.838210105895996,40.05990028381348,0.32047533855403476,-21.765004080395364
5,QQQ,2-3%,$1-5k,349,0.0,,14.21701431274414,41.37721252441406,0.3435952652527181,-18.976978827965706
5,QQQ,2-3%,$5-25k,44,0.0,,17.37903594970703,59.41523361206055,0.29250134844507797,-28.79375866326419
5,QQQ,3%+,$1-5k,191,0.0,,14.459617614746094,30.431198120117188,0.47515768382406404,-16.360564711869387
5,SPXW,0.3-0.5%,$1-5k,209,3.827751196172249,46.0,7.332633972167969,4.857254505157471,1.5096252346633516,5.540982648394624
5,SPXW,0.3-0.5%,$100-500k,1409,13.34279630943932,67.0,15.399211883544922,15.133119583129883,1.0175834400140256,-0.6588718448947346
5,SPXW,0.3-0.5%,$25-100k,732,7.786885245901639,59.0,11.718920707702637,13.359651565551758,0.8771876010539232,-0.6305702863263648
5,SPXW,0.3-0.5%,$5-25k,525,5.714285714285714,75.0,9.359732627868652,9.492986679077148,0.9859628949546309,1.0040175775369904
5,SPXW,0.3-0.5%,$500k-2.5M,526,22.813688212927758,62.0,17.96660327911377,17.73517608642578,1.0130490496153077,0.049186361139151535
5,SPXW,0.5-1%,$1-5k,1656,0.7246376811594203,78.5,10.875910758972168,12.225356101989746,0.8896191381453544,0.8978421858645556
5,SPXW,0.5-1%,$100-500k,1426,2.524544179523142,64.5,15.211957931518555,19.17518711090088,0.7933147063201655,-3.676291276907175
5,SPXW,0.5-1%,$25-100k,1774,0.2818489289740699,100.0,16.0053448677063,15.34165906906128,1.0432603667997968,-0.9671673611627541
5,SPXW,0.5-1%,$5-25k,2117,0.3778932451582428,56.5,13.934115409851074,13.606026649475098,1.024113488002659,-0.718202216804105
5,SPXW,0.5-1%,$500k-2.5M,150,2.666666666666667,61.5,17.73517608642578,22.612637519836426,0.7843037359471224,-1.8013301555315653
5,SPXW,1-1.5%,$1-5k,2186,0.0,,15.359095573425293,14.156667709350586,1.0849372104199702,-1.184822279433332
5,SPXW,1-1.5%,$100-500k,157,0.0,,13.313328742980957,28.954797744750977,0.4597969863351728,-14.724286427163774
5,SPXW,1-1.5%,$25-100k,706,0.0,,13.024901390075684,22.258455276489258,0.5851664559954158,-6.616449630170237
5,SPXW,1-1.5%,$5-25k,1686,0.0,,16.049503326416016,15.500030517578125,1.035449788838464,-1.7064524499848706
5,SPXW,1.5-2%,$1-5k,1874,0.0,,15.500030517578125,15.564409255981445,0.9958637210481612,-1.8410246609667893
5,SPXW,1.5-2%,$100-500k,12,0.0,,9.72520637512207,27.45323657989502,0.3542462597012763,-13.669023474057516
5,SPXW,1.5-2%,$25-100k,177,0.0,,13.313328742980957,26.157913208007812,0.5089598943582894,-13.880087694258425
5,SPXW,1.5-2%,$5-25k,817,0.0,,13.219456672668457,20.783445358276367,0.6360570369726604,-6.339416494362759
5,SPXW,2-3%,$1-5k,1981,0.0,,13.420263290405273,18.482749938964844,0.7260966758043418,-5.968713859491077
5,SPXW,2-3%,$25-100k,40,0.0,,11.218355178833008,22.41530990600586,0.5004773623864648,-8.716282725334167
5,SPXW,2-3%,$5-25k,490,0.0,,11.218355178833008,25.873461723327637,0.43358539722260997,-14.183712475898922
5,SPXW,3%+,$1-5k,840,0.0,,11.536530494689941,21.916542053222656,0.5263846124390588,-11.661648021350127
5,SPXW,3%+,$5-25k,73,0.0,,11.218355178833008,28.4821720123291,0.3938728820954002,-12.975088141399295
5,SPY,0.3-0.5%,$1-5k,123,4.878048780487805,37.5,7.778297424316406,5.687256813049316,1.3676712130300204,1.5081164318526912
5,SPY,0.3-0.5%,$100-500k,525,17.71428571428571,65.0,16.20136260986328,15.91264820098877,1.0181437058890406,-0.4810269254162198
5,SPY,0.3-0.5%,$25-100k,581,8.433734939759036,64.0,13.717864036560059,14.220146656036377,0.9646780985016704,-0.3604781058935971
5,SPY,0.3-0.5%,$5-25k,429,6.0606060606060606,67.5,10.838979721069336,10.29006290435791,1.0533443596811207,0.20395938572889202
5,SPY,0.3-0.5%,$500k-2.5M,80,20.0,47.0,17.06949806213379,22.180949211120605,0.7695566992947197,-2.2019721254706384
5,SPY,0.5-1%,$1-5k,926,0.4319654427645789,110.0,10.807658195495605,12.227165222167969,0.8839054677940572,-1.7822963135369723
5,SPY,0.5-1%,$100-500k,251,3.187250996015936,65.5,15.121185302734375,22.846437454223633,0.6618618475213918,-7.025505893733872
5,SPY,0.5-1%,$25-100k,869,0.9205983889528193,57.5,15.91264820098877,17.014144897460938,0.9352599438225927,-0.9912745360164873
5,SPY,0.5-1%,$5-25k,1314,0.91324200913242,26.5,14.370392799377441,14.702678680419922,0.9773996366060154,-1.5012819060046254
5,SPY,1-1.5%,$1-5k,816,0.0,,15.09117841720581,14.584494590759277,1.0347412673982934,-1.2341938805065038
5,SPY,1-1.5%,$100-500k,14,0.0,,7.878891944885254,25.152029037475586,0.31325074939862696,-13.392484503132957
5,SPY,1-1.5%,$25-100k,170,0.0,,13.385167121887207,22.777868270874023,0.5876391487873679,-8.959760598177034
5,SPY,1-1.5%,$5-25k,623,0.0,,15.072648048400879,17.82793617248535,0.8454510888177381,-4.680272725109317
5,SPY,1.5-2%,$1-5k,456,0.0,,12.91105842590332,18.66816520690918,0.6916083226607013,-4.677596233900283
5,SPY,1.5-2%,$25-100k,29,0.0,,12.722689628601074,27.166542053222656,0.46832201182159044,-17.915792202127392
5,SPY,1.5-2%,$5-25k,225,0.0,,13.603961944580078,25.48114013671875,0.5338835653188273,-11.923652370969455
5,SPY,2-3%,$1-5k,371,0.0,,11.270608901977539,21.739742279052734,0.518433418267212,-9.002588531504859
5,SPY,2-3%,$5-25k,75,0.0,,15.843979835510254,23.846254348754883,0.6644221605535939,-8.007376615111141
5,SPY,3%+,$1-5k,219,0.0,,11.052224159240723,20.611631393432617,0.5362129735525077,-9.311027256535812
