rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
23,2026-04-14 08:35:00,SPXW,SPXW260414P06890000,6890.0,put,6914.009765625,-0.003472625356182095,460,1243,636944.0,0.38848941194202313,7.6508037378501275
24,2026-04-14 09:35:00,SPXW,SPXW260414P06915000,6915.0,put,6936.06982421875,-0.003037718009294005,400,1030,421800.0,0.42976529160739685,7.643557493843258
25,2026-04-14 08:40:00,SPY,SPY260414C00692000,692.0,call,689.6400146484375,0.0034220539722677867,1808,11134,406850.0,0.5579918889025439,7.640811085008549
26,2026-04-14 08:40:00,SPXW,SPXW260414P06890000,6890.0,put,6920.2900390625,-0.004376989821456013,450,1570,705067.0,0.6040617416500843,7.639195799581447
27,2026-04-14 10:25:00,SPXW,SPXW260414P06925000,6925.0,put,6946.8798828125,-0.003149598550945688,494,1445,412833.0,0.463620883020495,7.634516775261761
28,2026-04-14 08:40:00,SPXW,SPXW260414C06945000,6945.0,call,6920.9501953125,0.0034749281541989314,826,3067,889405.0,0.22690450357261316,7.633526112219084
29,2026-04-14 08:50:00,SPXW,SPXW260414P06895000,6895.0,put,6920.68994140625,-0.00371204917771969,300,840,379728.0,0.6262798634812287,7.592138875751363
30,2026-04-14 09:40:00,SPXW,SPXW260414C06955000,6955.0,call,6932.52978515625,0.003241272023361895,419,3528,906430.0,0.10403119932041084,7.588984342321107
31,2026-04-14 09:10:00,SPXW,SPXW260414P06900000,6900.0,put,6928.4501953125,-0.004106285606519653,917,4023,1296773.0,0.20463026296815248,7.585608875442377
32,2026-04-14 09:15:00,SPXW,SPXW260414C06960000,6960.0,call,6932.5,0.003966822935448972,983,3892,820838.0,0.35322926082856787,7.577440362808618
33,2026-04-14 10:05:00,QQQ,QQQ260414P00621000,621.0,put,623.010009765625,-0.0032262880758226684,459,4872,210373.0,0.7172498371939365,7.572355479043546
34,2026-04-14 09:35:00,SPXW,SPXW260414C06960000,6960.0,call,6936.330078125,0.003412456098311624,887,2124,518431.0,0.3802762566281723,7.571231227471192
35,2026-04-14 09:30:00,SPXW,SPXW260414C06960000,6960.0,call,6933.85009765625,0.0037713394399150734,665,3130,725218.0,0.33991158520610354,7.5689789268777
36,2026-04-14 10:20:00,SPXW,SPXW260414C06965000,6965.0,call,6942.89990234375,0.003183122033602927,736,1897,411175.0,0.4067902961026327,7.565881443342261
37,2026-04-14 09:10:00,SPY,SPY260414P00688000,688.0,put,690.448974609375,-0.0035469306196891956,1114,11678,466510.0,0.4605603309682536,7.565343033621995
38,2026-04-14 08:55:00,QQQ,QQQ260414P00620000,620.0,put,621.8800048828125,-0.0030230990995871775,813,6563,440892.0,0.3262295528156555,7.5636330265843625
39,2026-04-14 08:30:00,QQQ,QQQ260414P00619000,619.0,put,621.4249877929688,-0.0039023017107523337,885,7065,494544.0,0.5333458701349122,7.556861172281261
40,2026-04-14 10:20:00,SPXW,SPXW260414P06920000,6920.0,put,6942.81005859375,-0.003285421666622711,571,1746,506363.0,0.33377636201697203,7.552612683926687
41,2026-04-14 11:50:00,QQQ,QQQ260414P00624000,624.0,put,626.6900024414062,-0.004292397247326054,293,13667,267637.0,0.9107410410369269,7.550569642671339
42,2026-04-14 08:30:00,SPXW,SPXW260414P06885000,6885.0,put,6907.93017578125,-0.003319398893411183,369,894,514791.0,0.32726290863670887,7.543075029850265
43,2026-04-14 08:30:00,SPXW,SPXW260414C06935000,6935.0,call,6908.169921875,0.0038838184972899217,888,2506,639167.0,0.3859366957305368,7.526406170403778
44,2026-04-14 09:20:00,SPXW,SPXW260414C06960000,6960.0,call,6932.81005859375,0.003921922160920301,756,4877,991814.0,0.20092779492929116,7.520781818835724
45,2026-04-14 08:40:00,SPXW,SPXW260414C06950000,6950.0,call,6921.2099609375,0.004159682949222407,1270,3049,697215.0,0.42487324569895946,7.520335705853238
46,2026-04-14 11:50:00,SPXW,SPXW260414C06990000,6990.0,call,6957.5498046875,0.004664026305731563,129,4282,349169.0,0.8732848563303157,7.517113887519101
47,2026-04-14 10:40:00,SPXW,SPXW260414P06930000,6930.0,put,6951.60986328125,-0.0031086127826871262,396,1541,449740.0,0.2921399030550985,7.512518549461778
48,2026-04-14 09:10:00,SPXW,SPXW260414P06905000,6905.0,put,6928.64990234375,-0.0034133493071644393,446,1263,498506.0,0.3246661023137134,7.49833257118724
49,2026-04-14 10:05:00,SPXW,SPXW260414C06960000,6960.0,call,6935.259765625,0.0035673118543628813,724,2226,372991.0,0.49318616266880433,7.494692123441779
50,2026-04-14 09:15:00,QQQ,QQQ260414C00625000,625.0,call,623.0700073242188,0.0030975534901280604,925,6852,283507.0,0.46481039268871666,7.48810966392979
