date,symbol,option_chain_id,bucket_start,bucket_end,strike,option_type,expiry,is_otm,n_prints,total_volume,total_premium,buy_premium_pct,bucket_spot,moneyness_pct,composite_score,base_spot,ret_fwd_1m,ret_fwd_5m,ret_fwd_15m,ret_fwd_30m,ret_fwd_60m,direction_toward_strike,direction_by_burst,toward_ret_1m,signed_ret_1m,toward_ret_5m,signed_ret_5m,toward_ret_15m,signed_ret_15m,toward_ret_30m,signed_ret_30m,toward_ret_60m,signed_ret_60m,distance_to_strike_bps,touched_strike,minutes_to_touch,peak_toward_bps,peak_against_bps,minutes_to_peak_toward,minutes_to_peak_against,end_of_window_ret_bps,window_minutes
2026-04-14,SPXW,SPXW260414C06950000,2026-04-14 09:10:00,2026-04-14 09:15:00+00:00,6950.0,call,2026-04-14,True,1883,4737,1512545.0,0.5019645696491675,6928.75,0.003066931264658127,8.261593781670374,6932.75,-1.1550700946827419e-05,-0.00020629270875360817,0.00018171225383412093,7.212145283119753e-05,0.0002308027324033901,1,1,-1.1550700946827419e-05,-1.1550700946827419e-05,-0.00020629270875360817,-0.00020629270875360817,0.00018171225383412093,0.00018171225383412093,7.212145283119753e-05,7.212145283119753e-05,0.0002308027324033901,0.0002308027324033901,24.881901121488585,True,77.0,35.686031341552734,3.519442319869995,99.0,10.0,31.978538513183594,120.0
2026-04-14,SPXW,SPXW260414C06980000,2026-04-14 11:50:00,2026-04-14 11:55:00+00:00,6980.0,call,2026-04-14,True,407,4957,746069.0,0.8173372704133264,6957.64990234375,0.003212305587368108,8.22642517125669,6954.83984375,-0.00018548796651884913,-7.18923838576302e-05,0.00022866552171763033,0.0010898996843025088,0.0009878181153908372,1,1,-0.00018548796651884913,-0.00018548796651884913,-7.18923838576302e-05,-7.18923838576302e-05,0.00022866552171763033,0.00022866552171763033,0.0010898996843025088,0.0010898996843025088,0.0009878181153908372,0.0009878181153908372,36.17647108381697,False,,14.939434051513672,12.983454704284668,47.0,90.0,-6.441529273986816,120.0
2026-04-14,SPXW,SPXW260414C06975000,2026-04-14 11:00:00,2026-04-14 11:05:00+00:00,6975.0,call,2026-04-14,True,573,4548,957489.0,0.5037916884684837,6953.6201171875,0.003074640611967659,8.062533751782556,6954.990234375,-6.472982931882143e-05,5.3145857236813754e-05,0.0003464660549070686,0.00035797982127405703,0.00028468488017097116,1,1,-6.472982931882143e-05,-6.472982931882143e-05,5.3145857236813754e-05,5.3145857236813754e-05,0.0003464660549070686,0.0003464660549070686,0.00035797982127405703,0.00035797982127405703,0.00028468488017097116,0.00028468488017097116,28.770371992906398,False,,14.722875595092773,3.8248167037963867,97.0,54.0,10.582133293151855,120.0
2026-04-14,SPXW,SPXW260414P06900000,2026-04-14 08:45:00,2026-04-14 08:50:00+00:00,6900.0,put,2026-04-14,True,819,2104,1156357.0,0.37789713730275337,6921.419921875,-0.0030947294221092977,8.012570619974802,6921.06982421875,9.538355516269803e-05,-0.00022681814152747393,-9.390201012138277e-05,0.0014809849672019482,0.0022655711509287357,-1,1,-9.538355516269803e-05,9.538355516269803e-05,0.00022681814152747393,-0.00022681814152747393,9.390201012138277e-05,-9.390201012138277e-05,-0.0014809849672019482,0.0014809849672019482,-0.0022655711509287357,0.0022655711509287357,30.443016403361256,False,,3.915523052215576,49.761009216308594,9.0,116.0,-48.11437225341797,120.0
2026-04-14,SPXW,SPXW260414C06930000,2026-04-14 08:30:00,2026-04-14 08:35:00+00:00,6930.0,call,2026-04-14,True,1149,2736,950017.0,0.44251418658824,6908.259765625,0.003146991443949145,7.976148587351941,6912.31982421875,0.0001504616520833224,0.0006698722136206925,0.0012658557388931513,0.0011718348832800984,0.0033360810484737158,1,-1,0.0001504616520833224,-0.0001504616520833224,0.0006698722136206925,-0.0006698722136206925,0.0012658557388931513,-0.0012658557388931513,0.0011718348832800984,-0.0011718348832800984,0.0033360810484737158,-0.0033360810484737158,25.577774511103822,True,38.0,55.35081481933594,0.1010141596198082,117.0,1.0,54.511619567871094,120.0
2026-04-14,SPXW,SPXW260414C06945000,2026-04-14 09:05:00,2026-04-14 09:10:00+00:00,6945.0,call,2026-04-14,True,904,2030,687714.0,0.47453883445734707,6924.2099609375,0.0030025142478038234,7.911193057115171,6927.27978515625,0.00020504587155301124,0.0007896627648733556,0.0006669453578069806,0.0006034368416294456,0.0009369095205329359,1,-1,0.00020504587155301124,-0.00020504587155301124,0.0007896627648733556,-0.0007896627648733556,0.0006669453578069806,-0.0006669453578069806,0.0006034368416294456,-0.0006034368416294456,0.0009369095205329359,-0.0009369095205329359,25.580336572691653,True,75.0,43.610843658447266,0.6491826772689819,104.0,2.0,40.53550338745117,120.0
2026-04-14,SPXW,SPXW260414P06900000,2026-04-14 08:50:00,2026-04-14 08:55:00+00:00,6900.0,put,2026-04-14,True,684,1894,1006042.0,0.27804902777418833,6920.91015625,-0.0030213015019587945,7.874275120792764,6919.5,3.612977889133617e-05,2.745016354310792e-05,0.0011243276530876756,0.0017920228419825435,0.003066726727411151,-1,1,-3.612977889133617e-05,3.612977889133617e-05,-2.745016354310792e-05,2.745016354310792e-05,-0.0011243276530876756,0.0011243276530876756,-0.0017920228419825435,0.0017920228419825435,-0.003066726727411151,0.003066726727411151,28.181226967266422,False,,1.647715449333191,54.90315246582031,4.0,119.0,-52.96611404418945,120.0
2026-04-14,SPXW,SPXW260414C06955000,2026-04-14 09:15:00,2026-04-14 09:20:00+00:00,6955.0,call,2026-04-14,True,740,2528,718933.0,0.47417770501562734,6932.759765625,0.0032079914964419664,7.868469278939558,6931.31982421875,0.0002582537126727402,8.3689417806454e-05,0.000585755507927388,0.0007834259304217994,0.001333113294094801,1,-1,0.0002582537126727402,-0.0002582537126727402,8.3689417806454e-05,-8.3689417806454e-05,0.000585755507927388,-0.000585755507927388,0.0007834259304217994,-0.0007834259304217994,0.001333113294094801,-0.001333113294094801,34.164021256830495,True,85.0,38.86697006225586,1.4568158388137817,120.0,5.0,37.62642288208008,120.0
2026-04-14,SPXW,SPXW260414C06975000,2026-04-14 10:25:00,2026-04-14 10:30:00+00:00,6975.0,call,2026-04-14,True,482,4641,618301.0,0.7500602457379173,6947.31005859375,0.003985706866789086,7.845548836999613,6947.89990234375,0.00014828558778390288,0.0003022636519744992,0.0008535205852240324,0.0007902005454525352,0.001861019292846322,1,1,0.00014828558778390288,0.00014828558778390288,0.0003022636519744992,0.0003022636519744992,0.0008535205852240324,0.0008535205852240324,0.0007902005454525352,0.0007902005454525352,0.001861019292846322,0.001861019292846322,39.00473241865253,False,,23.374305725097656,0.0,114.0,,20.034717559814453,120.0
2026-04-14,SPXW,SPXW260414C06970000,2026-04-14 10:30:00,2026-04-14 10:35:00+00:00,6970.0,call,2026-04-14,True,807,3161,633756.0,0.40925214120260794,6949.0400390625,0.0030162383321549724,7.806303410812039,6950.0,2.732969915086869e-05,0.00020578068506438285,0.0006287938449531794,0.0007180193206295371,0.0010762561578303576,1,-1,2.732969915086869e-05,-2.732969915086869e-05,0.00020578068506438285,-0.00020578068506438285,0.0006287938449531794,-0.0006287938449531794,0.0007180193206295371,-0.0007180193206295371,0.0010762561578303576,-0.0010762561578303576,28.77697841726619,False,,21.511072158813477,0.3885173201560974,120.0,6.0,20.892114639282227,120.0
