rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
1,2026-04-13 08:45:00,SPY,SPY260413P00675000,675.0,put,677.2899780273438,-0.003381089491407325,2197,24602,2157822.0,0.2676147522826257,8.087303722743961
2,2026-04-13 09:55:00,SPXW,SPXW260413P06800000,6800.0,put,6828.259765625,-0.004138648293268811,646,6549,2428149.0,0.44171547956900503,8.085396503546807
3,2026-04-13 08:30:00,SPY,SPY260413P00675000,675.0,put,677.4099731445312,-0.0035576286740275987,2192,16241,1556111.0,0.4382650080874693,8.063017257679057
4,2026-04-13 08:45:00,SPXW,SPXW260413C06825000,6825.0,call,6802.56005859375,0.0032987494726932063,1083,2662,1395082.0,0.39802964987004347,8.053004854646385
5,2026-04-13 09:20:00,SPY,SPY260413P00677000,677.0,put,679.123779296875,-0.003127234477157959,1111,15119,1072089.0,0.4210079573617489,8.0130688593311
6,2026-04-13 08:40:00,SPY,SPY260413P00675000,675.0,put,677.1300048828125,-0.0031456365357508107,1094,9684,903541.0,0.4346355063024257,7.946892890569643
7,2026-04-13 09:30:00,SPXW,SPXW260413C06850000,6850.0,call,6820.52001953125,0.004322248213381251,563,3873,895383.0,0.7850551104946152,7.940389976002991
8,2026-04-13 09:00:00,SPY,SPY260413P00677000,677.0,put,679.3599853515625,-0.0034738362612587925,1304,11134,806886.0,0.5629085149575033,7.927570355053295
9,2026-04-13 09:20:00,QQQ,QQQ260413P00609000,609.0,put,610.9349975585938,-0.003167272404308721,1169,7712,652827.0,0.5541299609237976,7.9187470128045465
10,2026-04-13 08:50:00,SPXW,SPXW260413C06835000,6835.0,call,6810.64990234375,0.003575297219120072,787,2237,1301594.0,0.3442025700794564,7.8860892759589465
11,2026-04-13 08:50:00,SPY,SPY260413P00676000,676.0,put,678.5399780273438,-0.003743299009039957,1622,10788,951016.0,0.5142426625840154,7.869441240153506
12,2026-04-13 09:45:00,SPXW,SPXW260413P06800000,6800.0,put,6822.85986328125,-0.0033504811383090953,485,1496,788652.0,0.4705053686543621,7.862246986855591
13,2026-04-13 09:55:00,SPXW,SPXW260413C06850000,6850.0,call,6828.2900390625,0.0031794139987177082,1047,2568,684459.0,0.48042906879740055,7.861952942124161
14,2026-04-13 08:45:00,SPXW,SPXW260413P06770000,6770.0,put,6795.7099609375,-0.0037832634243197146,572,1487,1096673.0,0.4407448710782521,7.845843391099779
15,2026-04-13 11:30:00,SPXW,SPXW260413C06860000,6860.0,call,6838.240234375,0.003182070953812987,1123,3329,817982.0,0.37987877483856614,7.838001766592262
16,2026-04-13 09:55:00,SPXW,SPXW260413P06795000,6795.0,put,6828.81005859375,-0.004951090790876745,340,3372,1088624.0,0.7860657123120564,7.837616778608425
17,2026-04-13 08:50:00,SPY,SPY260413C00681000,681.0,call,678.6500244140625,0.0034627208449103616,2120,14757,973919.0,0.3814516402288075,7.8311586711646335
18,2026-04-13 08:55:00,QQQ,QQQ260413P00609000,609.0,put,610.8400268554688,-0.0030122892649012997,827,6623,638448.0,0.41336804250306997,7.814807474102439
19,2026-04-13 10:25:00,QQQ,QQQ260413P00610000,610.0,put,611.8599853515625,-0.0030398872227177754,351,7171,445842.0,0.5685063318395306,7.805722117374204
