rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
1,2026-04-21 12:12:00,SPXW,SPXW260421P07050000,7050.0,put,7071.81982421875,-0.003085460993226099,424,3339,1323445.0,0.8444007873391036,8.540468715038513
2,2026-04-21 09:46:00,QQQ,QQQ260421P00646000,646.0,put,648.239990234375,-0.0034554952920524363,257,8135,529246.0,0.8336879258416691,8.020697743156143
3,2026-04-21 12:12:00,SPXW,SPXW260421P07040000,7040.0,put,7070.4150390625,-0.004301733193095956,208,2612,687424.0,0.8702198352108742,7.916925199620124
4,2026-04-21 09:47:00,QQQ,QQQ260421P00646000,646.0,put,648.0798950195312,-0.003209318844042474,219,4671,326915.0,0.838682838046587,7.8903233612773676
5,2026-04-21 10:09:00,QQQ,QQQ260421C00649000,649.0,call,646.7850952148438,0.003424483343142781,424,12445,680529.0,0.5763266517664934,7.881828923913748
6,2026-04-21 10:02:00,SPXW,SPXW260421P07070000,7070.0,put,7091.5,-0.003031798632165268,294,684,524675.0,0.4882260446943346,7.798577653975415
7,2026-04-21 08:48:00,SPXW,SPXW260421C07150000,7150.0,call,7127.5,0.003156787092248334,388,936,418468.0,0.6177198734431306,7.792347036944748
8,2026-04-21 09:58:00,SPXW,SPXW260421P07080000,7080.0,put,7103.759765625,-0.003344674708732859,505,1202,711660.0,0.4379043363403873,7.786775090265617
9,2026-04-21 10:00:00,SPXW,SPXW260421P07070000,7070.0,put,7096.2001953125,-0.0036921443295535724,426,1224,745644.0,0.4935545649130148,7.758443376044627
10,2026-04-21 08:42:00,SPXW,SPXW260421C07140000,7140.0,call,7117.18017578125,0.0032063013237184313,154,860,460015.0,0.5558949164701151,7.756777456668478
11,2026-04-21 10:13:00,SPY,SPY260421C00710000,710.0,call,707.8275146484375,0.0030692298711240775,160,4731,200510.0,0.8708443469153658,7.752213588510699
12,2026-04-21 10:04:00,SPY,SPY260421C00709000,709.0,call,706.77001953125,0.003155171282207169,331,5982,359909.0,0.63112620134534,7.740768730256036
13,2026-04-21 10:07:00,SPY,SPY260421P00705000,705.0,put,707.280029296875,-0.0032236585262298938,673,5728,416377.0,0.5679228199444254,7.720313036874066
14,2026-04-21 09:22:00,SPXW,SPXW260421C07160000,7160.0,call,7129.6201171875,0.004261080157589699,120,1811,414070.0,0.8670997657400923,7.705850533652829
15,2026-04-21 10:01:00,SPXW,SPXW260421P07070000,7070.0,put,7092.72021484375,-0.003203314688234959,345,781,584881.0,0.38934073768852123,7.695414587183914
16,2026-04-21 10:03:00,SPXW,SPXW260421P07060000,7060.0,put,7088.5400390625,-0.004026222452751298,262,882,643170.0,0.5637234323740224,7.664183150784194
17,2026-04-21 09:59:00,SPXW,SPXW260421P07075000,7075.0,put,7099.240234375,-0.00341448289883573,283,887,552364.0,0.4375954986204749,7.655476781156523
18,2026-04-21 08:48:00,SPY,SPY260421P00708000,708.0,put,710.2999267578125,-0.0032379656412335443,429,4456,282915.0,0.6682077655833024,7.648475582406597
19,2026-04-21 11:44:00,SPXW,SPXW260421P07060000,7060.0,put,7081.93994140625,-0.0030980129156381155,345,870,367337.0,0.5093034461543487,7.644965428576737
20,2026-04-21 09:59:00,SPY,SPY260421P00705000,705.0,put,707.6500244140625,-0.0037448234616493264,555,4877,325088.0,0.7248775716113791,7.613432807687689
21,2026-04-21 09:46:00,SPXW,SPXW260421P07095000,7095.0,put,7117.52001953125,-0.0031640261593156908,306,766,348229.0,0.5131450855615127,7.60580342061137
22,2026-04-21 09:02:00,QQQ,QQQ260421P00647000,647.0,put,649.010009765625,-0.0030970396995122908,200,2265,196287.0,0.7403903467881214,7.604172186900807
23,2026-04-21 09:23:00,SPXW,SPXW260421C07150000,7150.0,call,7127.5498046875,0.003149777402851036,266,663,261252.0,0.6101771469692098,7.582305212318043
24,2026-04-21 08:43:00,SPXW,SPXW260421C07150000,7150.0,call,7119.02001953125,0.0043517198130859965,191,1408,456310.0,0.7278209988823388,7.581565993117146
25,2026-04-21 08:49:00,SPXW,SPXW260421C07150000,7150.0,call,7127.9501953125,0.0030934285570626526,324,728,340377.0,0.4445600025853686,7.548492917586034
26,2026-04-21 09:58:00,QQQ,QQQ260421P00645000,645.0,put,647.0499877929688,-0.003168206215351429,613,3369,258163.0,0.5794401211637609,7.5408739379767615
27,2026-04-21 12:11:00,SPXW,SPXW260421P07050000,7050.0,put,7072.72998046875,-0.003213749221519631,282,736,283335.0,0.5460285527732189,7.534205544770202
28,2026-04-21 12:39:00,SPXW,SPXW260421C07110000,7110.0,call,7084.52978515625,0.0035951877705583325,531,1510,427511.0,0.4818004682920439,7.53419244673994
29,2026-04-21 10:03:00,SPXW,SPXW260421P07065000,7065.0,put,7088.4599609375,-0.003309599132502859,257,555,456109.0,0.36777173877296876,7.533961593072324
30,2026-04-21 10:08:00,SPXW,SPXW260421C07120000,7120.0,call,7097.83984375,0.003122098657877314,207,592,276905.0,0.5273541467290226,7.533056915507431
31,2026-04-21 08:55:00,SPXW,SPXW260421P07105000,7105.0,put,7130.89013671875,-0.0036307019491767464,323,658,366175.0,0.5512828565576569,7.52576214806432
32,2026-04-21 12:05:00,SPXW,SPXW260421P07055000,7055.0,put,7076.85009765625,-0.0030875456389116446,341,753,274153.0,0.5015411102559519,7.513272005352221
33,2026-04-21 10:04:00,SPXW,SPXW260421C07115000,7115.0,call,7090.2998046875,0.0034836602108376776,178,697,364879.0,0.49450639801139556,7.511558393992974
34,2026-04-21 10:18:00,SPXW,SPXW260421C07125000,7125.0,call,7098.89013671875,0.003678020476214681,117,763,218870.0,0.7711746698953716,7.507956749200475
35,2026-04-21 09:58:00,SPXW,SPXW260421P07075000,7075.0,put,7105.0400390625,-0.004227990116500982,526,1127,559432.0,0.5184347695519741,7.497785815684726
36,2026-04-21 12:40:00,SPXW,SPXW260421C07110000,7110.0,call,7088.2001953125,0.003075506346719219,328,2277,533413.0,0.18599284231917856,7.490405348312982
37,2026-04-21 09:51:00,SPXW,SPXW260421P07090000,7090.0,put,7112.509765625,-0.0031648133172049136,270,697,352380.0,0.39159713945172825,7.489165627975751
38,2026-04-21 09:24:00,SPXW,SPXW260421P07105000,7105.0,put,7126.6201171875,-0.0030337125919421555,221,637,322272.0,0.39071964055208025,7.488829784857204
39,2026-04-21 08:53:00,SPY,SPY260421C00713000,713.0,call,710.6699829101562,0.0032786203805913574,777,4802,234758.0,0.5992767019654283,7.486312838674681
40,2026-04-21 12:42:00,SPXW,SPXW260421P07055000,7055.0,put,7089.580078125,-0.004877591866364176,111,2924,362227.0,0.8893870418273624,7.485091499888119
41,2026-04-21 09:46:00,SPY,SPY260421P00707000,707.0,put,709.4000244140625,-0.003383174980921137,525,5551,263682.0,0.5763040328881001,7.482433669754515
42,2026-04-21 13:16:00,SPXW,SPXW260421P07055000,7055.0,put,7078.06005859375,-0.0032579631145898346,485,1052,305914.0,0.4716815837130697,7.4798934217033235
43,2026-04-21 12:05:00,SPXW,SPXW260421P07050000,7050.0,put,7077.5400390625,-0.003891188027266602,510,1332,383924.0,0.54483960367156,7.461729588433526
44,2026-04-21 12:19:00,SPXW,SPXW260421P07040000,7040.0,put,7063.91015625,-0.0033848330062415635,274,673,298296.0,0.4965135301847829,7.455712513957322
45,2026-04-21 10:00:00,SPXW,SPXW260421C07120000,7120.0,call,7096.35009765625,0.0033326853971819936,381,855,429724.0,0.3199262782623265,7.453311279364168
46,2026-04-21 12:39:00,SPXW,SPXW260421P07065000,7065.0,put,7086.5,-0.003033937768997389,285,1069,364265.0,0.299186032146926,7.450423338235931
47,2026-04-21 09:57:00,SPXW,SPXW260421P07085000,7085.0,put,7108.10009765625,-0.0032498272870224187,301,548,276241.0,0.47412223384653257,7.440463757397088
48,2026-04-21 11:01:00,SPXW,SPXW260421C07120000,7120.0,call,7098.27978515625,0.003059926559836481,191,683,185691.0,0.5890753994539315,7.439890625330569
