date,bucket_start,bucket_end,symbol,option_chain_id,strike,option_type,expiry,is_otm,n_prints,total_volume,total_premium,max_print_premium,buy_volume,sell_volume,mid_volume,buy_vol_pct,sell_vol_pct,buy_premium_pct,bucket_spot,spot_min,spot_max,moneyness_pct,composite_score,rank_in_day,rank_in_day_symbol
2026-04-21,2026-04-21 12:12:00,2026-04-21 12:13:00,SPXW,SPXW260421P07050000,7050.0,put,2026-04-21,True,424,3339,1323445.0,158000.0,2800,349,190,0.8385744234800838,0.10452231206948188,0.8444007873391036,7071.81982421875,7067.47021484375,7074.27001953125,-0.003085460993226099,8.540468715038513,1,1
2026-04-21,2026-04-21 09:46:00,2026-04-21 09:47:00,QQQ,QQQ260421P00646000,646.0,put,2026-04-21,True,257,8135,529246.0,64090.0,6719,1293,123,0.8259373079287031,0.15894283958205285,0.8336879258416691,648.239990234375,648.001708984375,648.489501953125,-0.0034554952920524363,8.020697743156143,2,1
2026-04-21,2026-04-21 12:12:00,2026-04-21 12:13:00,SPXW,SPXW260421P07040000,7040.0,put,2026-04-21,True,208,2612,687424.0,104000.0,2269,260,83,0.8686830015313936,0.0995405819295559,0.8702198352108742,7070.4150390625,7067.47021484375,7074.259765625,-0.004301733193095956,7.916925199620124,3,2
2026-04-21,2026-04-21 09:47:00,2026-04-21 09:48:00,QQQ,QQQ260421P00646000,646.0,put,2026-04-21,True,219,4671,326915.0,72000.0,3898,721,52,0.8345108113894241,0.15435666880753585,0.838682838046587,648.0798950195312,647.9401245117188,648.2999877929688,-0.003209318844042474,7.8903233612773676,4,2
2026-04-21,2026-04-21 10:09:00,2026-04-21 10:10:00,QQQ,QQQ260421C00649000,649.0,call,2026-04-21,True,424,12445,680529.0,77715.0,7219,3762,1464,0.5800723182000803,0.30229007633587784,0.5763266517664934,646.7850952148438,646.4550170898438,646.9249877929688,0.003424483343142781,7.881828923913748,5,3
2026-04-21,2026-04-21 10:02:00,2026-04-21 10:03:00,SPXW,SPXW260421P07070000,7070.0,put,2026-04-21,True,294,684,524675.0,22630.0,327,290,67,0.4780701754385965,0.4239766081871345,0.4882260446943346,7091.5,7090.419921875,7094.509765625,-0.003031798632165268,7.798577653975415,6,3
2026-04-21,2026-04-21 08:48:00,2026-04-21 08:49:00,SPXW,SPXW260421C07150000,7150.0,call,2026-04-21,True,388,936,418468.0,31820.0,575,255,106,0.6143162393162394,0.2724358974358974,0.6177198734431306,7127.5,7125.66015625,7128.759765625,0.003156787092248334,7.792347036944748,7,4
2026-04-21,2026-04-21 09:58:00,2026-04-21 09:59:00,SPXW,SPXW260421P07080000,7080.0,put,2026-04-21,True,505,1202,711660.0,13000.0,525,525,152,0.4367720465890183,0.4367720465890183,0.4379043363403873,7103.759765625,7102.68994140625,7107.009765625,-0.003344674708732859,7.786775090265617,8,5
2026-04-21,2026-04-21 10:00:00,2026-04-21 10:01:00,SPXW,SPXW260421P07070000,7070.0,put,2026-04-21,True,426,1224,745644.0,77140.0,611,458,155,0.4991830065359477,0.3741830065359477,0.4935545649130148,7096.2001953125,7092.89013671875,7101.68994140625,-0.0036921443295535724,7.758443376044627,9,6
2026-04-21,2026-04-21 08:42:00,2026-04-21 08:43:00,SPXW,SPXW260421C07140000,7140.0,call,2026-04-21,True,154,860,460015.0,87480.0,474,341,45,0.5511627906976744,0.39651162790697675,0.5558949164701151,7117.18017578125,7115.990234375,7118.3798828125,0.0032063013237184313,7.756777456668478,10,7
