rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
27,2026-04-14 08:38:00,SPXW,SPXW260414C06940000,6940.0,call,6917.72021484375,0.003220683182364471,289,729,262349.0,0.3863098391836828,7.338985953008699
28,2026-04-14 10:31:00,SPXW,SPXW260414C06970000,6970.0,call,6948.990234375,0.003023427133494834,257,1119,220578.0,0.4018759803788229,7.338412003836878
29,2026-04-14 09:02:00,SPXW,SPXW260414P06900000,6900.0,put,6921.52001953125,-0.003109146469348421,127,325,162676.0,0.5587179424131402,7.337300156394402
30,2026-04-14 09:21:00,QQQ,QQQ260414P00621000,621.0,put,623.251220703125,-0.003612059837741305,144,2575,126719.0,0.808024053220117,7.327251266143144
31,2026-04-14 08:35:00,SPY,SPY260414C00691000,691.0,call,688.6900024414062,0.003354190637884691,584,3837,147537.0,0.6568454014925069,7.3194921020673345
32,2026-04-14 09:12:00,SPXW,SPXW260414C06950000,6950.0,call,6927.68017578125,0.003221832367027963,262,825,228561.0,0.40530536705737197,7.297759684573774
33,2026-04-14 11:41:00,SPXW,SPXW260414P06935000,6935.0,put,6958.83984375,-0.003425835956177591,39,429,82030.0,0.9058027550896014,7.292029974092241
34,2026-04-14 08:43:00,SPY,SPY260414C00692000,692.0,call,689.6649780273438,0.0033857337215166977,476,2785,107227.0,0.7754483478974512,7.290036437113354
35,2026-04-14 13:20:00,SPXW,SPXW260414P06930000,6930.0,put,6953.72998046875,-0.0034125542026223984,249,1033,163147.0,0.6003052461890197,7.289120739626178
36,2026-04-14 09:01:00,QQQ,QQQ260414P00620000,620.0,put,621.89501953125,-0.0030471694928162645,160,1783,116853.0,0.6316483102701685,7.285141045633594
37,2026-04-14 08:31:00,SPXW,SPXW260414P06885000,6885.0,put,6906.669921875,-0.0031375354722492834,85,227,130668.0,0.6088560320813053,7.283767957896678
38,2026-04-14 09:09:00,SPXW,SPXW260414C06950000,6950.0,call,6926.759765625,0.0033551379232657766,365,790,225344.0,0.4222300127804601,7.268536562101667
39,2026-04-14 08:51:00,SPXW,SPXW260414P06900000,6900.0,put,6921.22998046875,-0.003067371049460803,163,524,285052.0,0.2318804989966743,7.266594800193514
40,2026-04-14 12:15:00,SPXW,SPXW260414C06980000,6980.0,call,6957.2900390625,0.00326419637674904,38,554,61063.0,0.9573391415423416,7.263865477891171
41,2026-04-14 09:10:00,SPY,SPY260414P00688000,688.0,put,690.3099975585938,-0.003346319141781916,247,3078,135858.0,0.6293924538856748,7.2585851249616145
42,2026-04-14 08:52:00,SPXW,SPXW260414P06900000,6900.0,put,6921.77978515625,-0.0031465585199570677,169,624,324151.0,0.19164525174995603,7.258426401283077
43,2026-04-14 10:21:00,SPXW,SPXW260414C06965000,6965.0,call,6942.5751953125,0.003230041311276084,282,687,156687.0,0.5281931493997588,7.2542164931789435
44,2026-04-14 13:22:00,SPXW,SPXW260414P06930000,6930.0,put,6951.169921875,-0.00304551925976939,291,885,171531.0,0.43179949979887017,7.252488873226607
45,2026-04-14 11:20:00,SPXW,SPXW260414P06930000,6930.0,put,6957.52001953125,-0.003955435191561851,113,789,159471.0,0.7348859667274927,7.250939850175804
46,2026-04-14 08:43:00,SPXW,SPXW260414P06900000,6900.0,put,6921.60986328125,-0.0031220862932320277,155,432,247092.0,0.28930519806387905,7.245539752362256
47,2026-04-14 09:12:00,SPXW,SPXW260414P06900000,6900.0,put,6927.68017578125,-0.003995590887411087,190,1944,638360.0,0.1368600789523153,7.243249159113372
48,2026-04-14 10:19:00,SPXW,SPXW260414C06960000,6960.0,call,6938.7900390625,0.0030567232641565386,152,461,102956.0,0.6458195734100004,7.2414584736068885
49,2026-04-14 08:32:00,SPXW,SPXW260414C06930000,6930.0,call,6908.4599609375,0.0031179219658641474,264,690,236949.0,0.28773280326146133,7.227012926537636
50,2026-04-14 13:19:00,SPXW,SPXW260414P06930000,6930.0,put,6954.0498046875,-0.003458388329529766,291,1174,177053.0,0.5149475015955675,7.225536745512803
