rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
1,2026-04-14 11:54:00,SPXW,SPXW260414C06980000,6980.0,call,6956.2001953125,0.0034213800665969505,93,3682,553193.0,0.9705491573465319,8.187012598426877
2,2026-04-14 11:00:00,SPXW,SPXW260414C06975000,6975.0,call,6953.02001953125,0.0031612134593324267,230,2684,564033.0,0.7594023753929291,8.062343621660458
3,2026-04-14 10:29:00,SPXW,SPXW260414C06975000,6975.0,call,6946.669921875,0.004078224306554259,75,3443,460182.0,0.8913451634353364,7.83080844246713
4,2026-04-14 09:15:00,SPXW,SPXW260414C06955000,6955.0,call,6932.75,0.0032094046374093973,220,1013,310568.0,0.7102534710594781,7.7395901835123935
5,2026-04-14 09:20:00,SPXW,SPXW260414P06910000,6910.0,put,6931.31005859375,-0.0030744633285202457,70,476,207968.0,0.811999923065087,7.7076595280664835
6,2026-04-14 08:40:00,SPXW,SPXW260414P06890000,6890.0,put,6916.60986328125,-0.0038472407447058526,81,669,322458.0,0.8519807230709115,7.706283002488697
7,2026-04-14 09:11:00,SPXW,SPXW260414C06950000,6950.0,call,6928.64990234375,0.0030814224931509262,367,1000,298365.0,0.6445595160290248,7.694882100109325
8,2026-04-14 10:59:00,SPXW,SPXW260414C06975000,6975.0,call,6953.580078125,0.003080416366007506,186,1309,275128.0,0.6723743130470181,7.687785772900853
9,2026-04-14 08:47:00,SPXW,SPXW260414P06900000,6900.0,put,6920.990234375,-0.0030328368722074236,175,443,246887.0,0.6625743761315905,7.645223296015576
10,2026-04-14 09:19:00,SPXW,SPXW260414P06910000,6910.0,put,6930.9599609375,-0.003024106481011167,60,265,118401.0,0.9012086046570552,7.567335698734086
11,2026-04-14 13:21:00,SPXW,SPXW260414P06925000,6925.0,put,6949.43017578125,-0.003515421432161318,500,1905,413169.0,0.48598757409195753,7.547489924601278
12,2026-04-14 09:40:00,SPXW,SPXW260414P06910000,6910.0,put,6931.5400390625,-0.0031075401629524916,152,621,253999.0,0.5582738514718562,7.530845519206047
13,2026-04-14 10:49:00,SPXW,SPXW260414P06920000,6920.0,put,6954.27001953125,-0.004927910396778059,65,1949,334860.0,0.9721137191662187,7.518605169974613
14,2026-04-14 11:54:00,SPXW,SPXW260414C06990000,6990.0,call,6956.2197265625,0.0048561251319461885,32,3585,292294.0,0.994491847249687,7.50347569404283
15,2026-04-14 10:06:00,QQQ,QQQ260414P00621000,621.0,put,622.8729858398438,-0.003007010871274712,207,2828,127359.0,0.7791596981760222,7.482089487187202
16,2026-04-14 09:37:00,QQQ,QQQ260414P00622000,622.0,put,623.9299926757812,-0.003093284019741219,186,2013,103791.0,0.8816178666743745,7.46979654133816
17,2026-04-14 08:52:00,SPXW,SPXW260414P06895000,6895.0,put,6920.02978515625,-0.00361700540797381,111,336,155027.0,0.8370993439852413,7.442407865874879
18,2026-04-14 09:56:00,SPXW,SPXW260414P06905000,6905.0,put,6940.2451171875,-0.0050783677798663844,38,1576,351765.0,0.9161286654442596,7.438872191830439
19,2026-04-14 08:35:00,SPXW,SPXW260414C06935000,6935.0,call,6912.25,0.003291258273355275,269,692,228335.0,0.5580616199881753,7.429258526777081
20,2026-04-14 09:41:00,SPXW,SPXW260414C06955000,6955.0,call,6932.27001953125,0.0032788654228282595,109,2802,715435.0,0.048429277292835825,7.419340440056558
21,2026-04-14 12:01:00,SPXW,SPXW260414C06985000,6985.0,call,6955.3701171875,0.004260000878929682,38,2070,165153.0,0.9760646188685643,7.415953451878252
22,2026-04-14 08:45:00,SPY,SPY260414C00692000,692.0,call,689.6799926757812,0.003363889555818079,864,5992,228942.0,0.5571585816495007,7.407719084288439
23,2026-04-14 09:15:00,SPXW,SPXW260414C06960000,6960.0,call,6932.759765625,0.003929205005785203,287,1300,311553.0,0.5592563705051788,7.374028200244769
24,2026-04-14 09:31:00,SPXW,SPXW260414C06960000,6960.0,call,6934.02001953125,0.003746741485541065,226,1724,407953.0,0.38359075677835436,7.3701795068715095
25,2026-04-14 12:39:00,SPXW,SPXW260414P06940000,6940.0,put,6964.18994140625,-0.0034734752512171467,84,911,116305.0,0.8456644168350458,7.369223961182676
26,2026-04-14 11:51:00,QQQ,QQQ260414P00624000,624.0,put,626.6500244140625,-0.004228874668185573,95,6633,139231.0,0.9930259784099805,7.368102639566931
