date,timestamp,ticker,price,gamma_oi,gamma_vol,gamma_dir,charm_oi,charm_vol,charm_dir,vanna_oi,vanna_vol,vanna_dir
2026-04-13T05:00:00.000Z,2026-04-13T14:40:00.000Z,SPX,6820.00,15561099804.0200,60644523173.9500,17437101150.0200,-12692187725605.2600,-17099703736453.6500,-154206527445.8300,1409377976.4848,470083963.8608,23995605.0160
2026-04-13T05:00:00.000Z,2026-04-13T14:45:00.000Z,SPX,6820.00,20044417683.1800,77622193695.6400,20447744597.4000,-12726041456932.0900,-18146564817929.3300,-207471782364.7600,1400571559.1188,500230543.7004,26579308.0319
2026-04-13T05:00:00.000Z,2026-04-13T14:50:00.000Z,SPX,6820.00,13916035705.0800,69513720152.5400,19178008794.9100,-12998716840996.3400,-18896983286181.9800,-175853059441.1100,1454298182.7122,518137190.2928,25965930.8937
2026-04-13T05:00:00.000Z,2026-04-13T14:55:00.000Z,SPX,6825.00,37110182613.8500,85471799252.3300,21283915264.4100,-12937431637128.4600,-19647375547807.9300,-16465343396.3700,875467263.3491,522288166.5145,23270561.0827
2026-04-13T05:00:00.000Z,2026-04-13T15:00:00.000Z,SPX,6820.00,32779658761.0500,79355167102.5300,20913049679.5900,-13252256917527.3600,-20887389152613.5200,32608444593.9800,932963387.8886,547685242.3625,21318329.2814
2026-04-13T05:00:00.000Z,2026-04-13T15:05:00.000Z,SPX,6820.00,16648100558.3700,76164830399.7900,19763089008.4400,-13069800334691.2700,-22299247608859.8000,-231106009326.4900,1062548218.1131,593789354.0360,29658822.1561
2026-04-13T05:00:00.000Z,2026-04-13T15:10:00.000Z,SPX,6825.00,18340003530.1300,97105587518.1000,21852154965.1600,-13420740573233.6600,-22882847751448.8100,-14028114618.4000,1360764334.6603,588315397.8159,24247321.5685
2026-04-13T05:00:00.000Z,2026-04-13T15:15:00.000Z,SPX,6820.00,45698382621.2800,86741401129.2800,21735966314.5100,-13973290755686.1900,-24001562034564.2900,-253852427423.6900,856226743.1472,630767410.5328,31521088.1920
2026-04-13T05:00:00.000Z,2026-04-13T15:20:00.000Z,SPX,6820.00,28884060303.0500,82359717151.6200,21855156175.4200,-13504983140403.7200,-24816652595824.2700,-236768593191.3000,827771442.8688,661625425.2352,41554577.9040
2026-04-13T05:00:00.000Z,2026-04-13T15:25:00.000Z,SPX,6820.00,35437431271.5200,64514609459.2700,21552219530.3000,-14119487136596.0000,-25914712427061.1900,-299950387573.5000,982312455.4352,670027784.4592,36646344.9568
2026-04-13T05:00:00.000Z,2026-04-13T15:30:00.000Z,SPX,6815.00,31215306633.6300,56542227300.3800,21983938491.0300,-14223372228415.2900,-27530095084753.5300,-661261689923.6200,799672135.8602,727727676.2578,47179555.7719
2026-04-13T05:00:00.000Z,2026-04-13T15:35:00.000Z,SPX,6820.00,28225198687.9500,65120608869.2600,22601955958.1100,-14463995674889.3500,-28293338831080.5900,-593109690854.5000,692675596.5297,730771924.2013,51170071.3042
