bucket_min,symbol,option_type,aggression_regime,distance_bucket,premium_bucket,n,touch_pct,median_minutes_to_touch,median_mfe_bps,median_mae_bps,median_end_ret_bps
5,QQQ,call,sell_dom,0.3-0.5%,$1-5k,39,12.82051282051282,70.0,15.512866973876953,9.27663803100586,8.509086608886719
5,QQQ,call,sell_dom,0.3-0.5%,$100-500k,51,31.372549019607842,42.0,26.605697631835938,21.23682975769043,7.416059494018555
5,QQQ,call,sell_dom,0.3-0.5%,$25-100k,57,22.807017543859647,60.0,24.278804779052734,15.48461627960205,14.547045707702637
5,QQQ,call,sell_dom,0.3-0.5%,$5-25k,70,11.428571428571429,57.5,24.021135330200195,11.095218658447266,16.279132843017578
5,QQQ,call,sell_dom,0.5-1%,$1-5k,190,0.5263157894736842,5.0,23.677783966064453,11.733797073364258,14.127266883850098
5,QQQ,call,sell_dom,0.5-1%,$100-500k,39,28.205128205128204,72.0,40.94282531738281,16.79259490966797,20.999637603759766
5,QQQ,call,sell_dom,0.5-1%,$25-100k,67,7.462686567164178,94.0,30.853010177612305,16.79259490966797,13.798676490783691
5,QQQ,call,sell_dom,0.5-1%,$5-25k,149,4.697986577181208,110.0,26.510425567626953,12.896730422973633,17.357376098632812
5,QQQ,call,sell_dom,1-1.5%,$1-5k,103,0.0,,23.593658447265625,19.96888542175293,8.590500831604004
5,QQQ,call,sell_dom,1-1.5%,$5-25k,37,0.0,,48.061092376708984,15.48461627960205,26.344186782836914
5,QQQ,call,sell_dom,1.5-2%,$1-5k,28,0.0,,54.54360771179199,12.605502605438232,46.151161193847656
5,QQQ,call,sell_dom,2-3%,$1-5k,12,0.0,,60.94173622131348,11.705105304718018,44.591453552246094
5,QQQ,put,buy_dom,0.3-0.5%,$1-5k,11,0.0,,3.710366725921631,11.064501762390137,-7.569533824920654
5,QQQ,put,buy_dom,0.3-0.5%,$100-500k,37,18.91891891891892,31.0,11.929689407348633,30.894676208496094,-16.6240234375
5,QQQ,put,buy_dom,0.3-0.5%,$25-100k,50,22.0,59.0,13.05961799621582,23.57930088043213,-14.89285135269165
5,QQQ,put,buy_dom,0.3-0.5%,$5-25k,42,19.047619047619047,46.5,7.626156806945801,22.85099697113037,-11.459459781646729
5,QQQ,put,buy_dom,0.5-1%,$1-5k,114,1.7543859649122806,25.5,7.9095985889434814,24.444791793823242,-15.256379127502441
5,QQQ,put,buy_dom,0.5-1%,$100-500k,30,10.0,46.0,20.355843544006348,29.94942283630371,-8.265918016433716
5,QQQ,put,buy_dom,0.5-1%,$25-100k,100,6.0,43.5,22.309003829956055,20.807412147521973,-1.4687355160713196
5,QQQ,put,buy_dom,0.5-1%,$5-25k,159,1.257861635220126,63.0,11.929689407348633,23.038333892822266,-14.297066688537598
5,QQQ,put,buy_dom,1-1.5%,$1-5k,151,0.0,,16.352231979370117,21.796409606933594,-9.03480339050293
5,QQQ,put,buy_dom,1-1.5%,$25-100k,18,0.0,,12.810676574707031,61.336843490600586,-43.857316970825195
5,QQQ,put,buy_dom,1-1.5%,$5-25k,104,0.0,,14.431535720825195,24.278804779052734,-15.196562767028809
5,QQQ,put,buy_dom,1.5-2%,$1-5k,103,0.0,,19.102930068969727,22.729976654052734,-9.747584342956543
