bucket_min,symbol,option_type,aggression_regime,distance_bucket,premium_bucket,n,touch_pct,median_minutes_to_touch,median_mfe_bps,median_mae_bps,median_end_ret_bps
5,SPY,call,mixed,1-1.5%,$5-25k,21,0.0,,28.73200225830078,12.617711067199707,15.699155807495117
5,SPY,call,sell_dom,0.3-0.5%,$1-5k,39,7.6923076923076925,40.0,10.02911376953125,4.066775321960449,5.6330485343933105
5,SPY,call,sell_dom,0.3-0.5%,$100-500k,43,16.27906976744186,83.0,17.119342803955078,10.191954612731934,10.111852645874023
5,SPY,call,sell_dom,0.3-0.5%,$25-100k,68,7.352941176470589,40.0,17.201169967651367,11.456017971038818,6.284569501876831
5,SPY,call,sell_dom,0.3-0.5%,$5-25k,83,2.4096385542168677,97.0,13.67099380493164,7.062872886657715,7.632737159729004
5,SPY,call,sell_dom,0.5-1%,$1-5k,231,0.0,,14.471651077270508,9.192601203918457,8.138427734375
5,SPY,call,sell_dom,0.5-1%,$100-500k,10,0.0,,21.448494911193848,12.1390962600708,16.308460235595703
5,SPY,call,sell_dom,0.5-1%,$25-100k,91,0.0,,22.104713439941406,14.199098587036133,10.192532539367676
5,SPY,call,sell_dom,0.5-1%,$5-25k,196,0.5102040816326531,90.0,18.046019554138184,12.67020034790039,9.30007553100586
5,SPY,call,sell_dom,1-1.5%,$1-5k,101,0.0,,25.391279220581055,10.347455978393555,14.122926712036133
5,SPY,call,sell_dom,1-1.5%,$5-25k,33,0.0,,27.166542053222656,11.777689933776855,14.936097145080566
5,SPY,call,sell_dom,1.5-2%,$1-5k,36,0.0,,30.865493774414062,11.116268634796143,20.94934368133545
5,SPY,call,sell_dom,2-3%,$1-5k,12,0.0,,24.79720115661621,12.932285785675049,11.274567604064941
5,SPY,put,buy_dom,0.3-0.5%,$100-500k,44,15.909090909090908,34.0,14.114932537078857,17.118952751159668,-2.43668270111084
5,SPY,put,buy_dom,0.3-0.5%,$25-100k,67,5.970149253731343,79.5,7.954122066497803,16.20539665222168,-8.3120698928833
5,SPY,put,buy_dom,0.3-0.5%,$5-25k,51,3.9215686274509802,31.5,6.690036773681641,12.505558013916016,-8.603225231170654
5,SPY,put,buy_dom,0.5-1%,$1-5k,107,0.0,,7.236392974853516,13.942055225372314,-6.7507164478302
5,SPY,put,buy_dom,0.5-1%,$100-500k,51,0.0,,13.365206718444824,28.127044677734375,-19.885122299194336
5,SPY,put,buy_dom,0.5-1%,$25-100k,118,0.847457627118644,40.0,8.90398645401001,21.910951614379883,-12.148987770080566
5,SPY,put,buy_dom,0.5-1%,$5-25k,216,0.9259259259259258,19.0,12.337202072143555,14.51525592803955,-4.469636917114258
5,SPY,put,buy_dom,1-1.5%,$1-5k,131,0.0,,12.555039405822754,15.6637544631958,-5.66693902015686
5,SPY,put,buy_dom,1-1.5%,$100-500k,10,0.0,,5.9498114585876465,25.152029037475586,-21.4133358001709
5,SPY,put,buy_dom,1-1.5%,$25-100k,40,0.0,,9.772425174713135,22.081297874450684,-10.5472092628479
5,SPY,put,buy_dom,1-1.5%,$5-25k,155,0.0,,11.273307800292969,20.246889114379883,-11.824202537536621
5,SPY,put,buy_dom,1.5-2%,$1-5k,121,0.0,,12.91105842590332,20.246889114379883,-10.375802040100098
5,SPY,put,buy_dom,1.5-2%,$5-25k,69,0.0,,11.777689933776855,25.330833435058594,-10.55907154083252
5,SPY,put,buy_dom,2-3%,$1-5k,126,0.0,,9.401651382446289,21.547250747680664,-11.335524082183838
5,SPY,put,buy_dom,2-3%,$5-25k,28,0.0,,12.827513217926025,29.234871864318848,-12.67040205001831
5,SPY,put,buy_dom,3%+,$1-5k,124,0.0,,11.270608901977539,20.75030517578125,-6.26484751701355
5,SPY,put,mixed,0.3-0.5%,$1-5k,10,0.0,,6.779481410980225,14.054293632507324,-7.9086761474609375
5,SPY,put,mixed,0.3-0.5%,$100-500k,191,13.612565445026178,54.5,13.798849105834961,21.805938720703125,-11.396017074584961
5,SPY,put,mixed,0.3-0.5%,$25-100k,135,8.148148148148149,64.0,10.93628978729248,15.553701400756836,-6.542438507080078
5,SPY,put,mixed,0.3-0.5%,$5-25k,66,4.545454545454546,49.0,6.357129096984863,11.916664600372314,-5.359329462051392
5,SPY,put,mixed,0.3-0.5%,$500k-2.5M,37,8.108108108108109,51.0,14.137774467468262,25.48114013671875,-10.929536819458008
5,SPY,put,mixed,0.5-1%,$1-5k,100,0.0,,7.624762535095215,14.37023401260376,-6.270034551620483
5,SPY,put,mixed,0.5-1%,$100-500k,122,2.459016393442623,65.0,10.807075023651123,23.846254348754883,-11.162776947021484
5,SPY,put,mixed,0.5-1%,$25-100k,260,1.5384615384615385,57.5,14.064996242523193,19.887632369995117,-8.0672607421875
5,SPY,put,mixed,0.5-1%,$5-25k,262,1.9083969465648856,19.0,13.385167121887207,15.18327522277832,-5.452788829803467
5,SPY,put,mixed,1-1.5%,$1-5k,96,0.0,,11.039566040039062,15.976913928985596,-5.915314435958862
5,SPY,put,mixed,1-1.5%,$25-100k,82,0.0,,15.072648048400879,22.3584566116333,-6.313904285430908
5,SPY,put,mixed,1-1.5%,$5-25k,164,0.0,,15.20283031463623,18.553412437438965,-3.5672497749328613
5,SPY,put,mixed,1.5-2%,$1-5k,57,0.0,,9.310681343078613,23.846254348754883,-13.286847114562988
5,SPY,put,mixed,1.5-2%,$25-100k,13,0.0,,9.552562713623047,27.166542053222656,-13.41978645324707
5,SPY,put,mixed,1.5-2%,$5-25k,71,0.0,,14.279017448425293,23.846254348754883,-8.913481712341309
5,SPY,put,mixed,2-3%,$1-5k,31,0.0,,14.638927459716797,24.27204990386963,-11.459800243377686
5,SPY,put,mixed,2-3%,$5-25k,16,0.0,,8.100609064102173,20.043848991394043,0.2847355976700783
5,SPY,put,sell_dom,0.3-0.5%,$1-5k,31,0.0,,1.4293866157531738,6.097537994384766,-4.723256826400757
5,SPY,put,sell_dom,0.3-0.5%,$100-500k,62,24.193548387096776,76.0,14.822528839111328,15.462315082550049,-1.9719412922859192
5,SPY,put,sell_dom,0.3-0.5%,$25-100k,78,8.974358974358974,37.0,9.722589492797852,13.153955459594727,-5.452788829803467
5,SPY,put,sell_dom,0.3-0.5%,$5-25k,107,4.672897196261682,32.0,4.829259395599365,12.694454193115234,-6.912158489227295
5,SPY,put,sell_dom,0.3-0.5%,$500k-2.5M,12,16.666666666666664,69.0,12.57300615310669,25.231433868408203,-13.692313194274902
5,SPY,put,sell_dom,0.5-1%,$1-5k,268,0.0,,5.278512477874756,13.052909851074219,-6.073256969451904
5,SPY,put,sell_dom,0.5-1%,$100-500k,34,2.941176470588235,119.0,14.960615634918213,22.50040054321289,-11.100164413452148
5,SPY,put,sell_dom,0.5-1%,$25-100k,151,0.0,,12.933095932006836,17.94535732269287,-5.748314142227173
5,SPY,put,sell_dom,0.5-1%,$5-25k,332,0.6024096385542169,21.5,9.220252990722656,15.438672065734863,-7.073057651519775
5,SPY,put,sell_dom,1-1.5%,$1-5k,334,0.0,,8.60821008682251,15.847567558288574,-6.77752947807312
5,SPY,put,sell_dom,1-1.5%,$25-100k,43,0.0,,9.947488784790039,29.545472145080566,-12.23757028579712
5,SPY,put,sell_dom,1-1.5%,$5-25k,216,0.0,,13.054587364196777,19.103940963745117,-9.770275592803955
5,SPY,put,sell_dom,1.5-2%,$1-5k,201,0.0,,8.875808715820312,19.103940963745117,-12.470582008361816
5,SPY,put,sell_dom,1.5-2%,$5-25k,80,0.0,,13.365206718444824,25.83664894104004,-17.233516693115234
5,SPY,put,sell_dom,2-3%,$1-5k,176,0.0,,9.26830005645752,23.746070861816406,-13.286847114562988
5,SPY,put,sell_dom,2-3%,$5-25k,27,0.0,,18.686399459838867,25.48114013671875,2.354482650756836
5,SPY,put,sell_dom,3%+,$1-5k,88,0.0,,9.286385536193848,19.05508041381836,-12.180057525634766
