bucket_min,symbol,option_type,aggression_regime,distance_bucket,premium_bucket,n,touch_pct,median_minutes_to_touch,median_mfe_bps,median_mae_bps,median_end_ret_bps
1,QQQ,call,mixed,0.5-1%,$1-5k,296,6.756756756756757,87.0,27.916010856628418,16.22007179260254,11.164106845855713
1,QQQ,call,mixed,0.5-1%,$100-500k,12,16.666666666666664,60.5,60.93364143371582,16.57479476928711,50.192352294921875
1,QQQ,call,mixed,0.5-1%,$25-100k,91,29.67032967032967,65.0,52.564964294433594,18.33612060546875,35.876773834228516
1,QQQ,call,mixed,0.5-1%,$5-25k,232,17.24137931034483,79.0,43.0048713684082,16.04746150970459,23.19252586364746
1,QQQ,call,mixed,1-1.5%,$1-5k,48,0.0,,44.21211624145508,14.670428276062012,23.818442344665527
1,QQQ,call,mixed,1-1.5%,$5-25k,13,0.0,,58.629722595214844,18.053699493408203,50.17104721069336
1,QQQ,call,mixed,1.5-2%,$1-5k,12,0.0,,57.94944190979004,19.796530723571777,41.73575973510742
1,QQQ,call,sell_dom,0.3-0.5%,$1-5k,377,15.384615384615385,67.0,21.91122817993164,12.041565895080566,13.1808443069458
1,QQQ,call,sell_dom,0.3-0.5%,$100-500k,62,54.83870967741935,49.5,48.07107162475586,22.158455848693848,34.567973136901855
1,QQQ,call,sell_dom,0.3-0.5%,$25-100k,295,40.67796610169492,45.5,32.06621551513672,17.564716339111328,12.350353240966797
1,QQQ,call,sell_dom,0.3-0.5%,$5-25k,395,25.063291139240505,57.0,23.78176498413086,14.102946281433105,13.161675453186035
1,QQQ,call,sell_dom,0.5-1%,$1-5k,710,4.647887323943662,100.0,26.845751762390137,12.896730422973633,15.61473798751831
1,QQQ,call,sell_dom,0.5-1%,$100-500k,14,28.57142857142857,69.0,30.155619621276855,19.704172134399414,9.741025686264038
1,QQQ,call,sell_dom,0.5-1%,$25-100k,150,19.333333333333332,74.0,44.58664131164551,19.782309532165527,29.693382263183594
1,QQQ,call,sell_dom,0.5-1%,$5-25k,479,11.899791231732777,91.0,32.59876251220703,14.78504753112793,14.576845169067383
1,QQQ,call,sell_dom,1-1.5%,$1-5k,196,0.0,,43.80094528198242,16.648195266723633,26.879855155944824
1,QQQ,call,sell_dom,1-1.5%,$5-25k,47,0.0,,59.41523361206055,18.053699493408203,46.30259704589844
1,QQQ,call,sell_dom,1.5-2%,$1-5k,41,0.0,,54.69341278076172,19.237279891967773,48.14943313598633
1,QQQ,call,sell_dom,2-3%,$1-5k,15,0.0,,62.39691162109375,22.846763610839844,49.025150299072266
1,QQQ,put,buy_dom,0.3-0.5%,$1-5k,310,19.67741935483871,43.0,11.006325244903564,21.297804832458496,-13.655306339263916
1,QQQ,put,buy_dom,0.3-0.5%,$100-500k,63,22.22222222222222,44.0,14.989286422729492,40.91975402832031,-26.13673973083496
1,QQQ,put,buy_dom,0.3-0.5%,$25-100k,263,22.0532319391635,50.0,14.6421537399292,26.21312141418457,-14.404622077941895
1,QQQ,put,buy_dom,0.3-0.5%,$5-25k,377,23.607427055702917,58.0,16.091745376586914,23.38030433654785,-13.123519897460938
1,QQQ,put,buy_dom,0.5-1%,$1-5k,854,2.224824355971897,28.0,13.836029052734375,22.810781478881836,-12.823874473571777
1,QQQ,put,buy_dom,0.5-1%,$100-500k,29,6.896551724137931,38.0,14.564617156982422,46.0981559753418,-34.88741683959961
1,QQQ,put,buy_dom,0.5-1%,$25-100k,206,10.194174757281553,59.0,18.334243774414062,28.418320655822754,-8.773931980133057
1,QQQ,put,buy_dom,0.5-1%,$5-25k,640,5.3125,46.5,14.5543851852417,26.187074661254883,-13.556002140045166
1,QQQ,put,buy_dom,1-1.5%,$1-5k,550,0.0,,15.722078323364258,29.273690223693848,-13.182879447937012
1,QQQ,put,buy_dom,1-1.5%,$25-100k,17,0.0,,17.719398498535156,48.86096954345703,-29.068944931030273
1,QQQ,put,buy_dom,1-1.5%,$5-25k,167,0.0,,15.016556739807129,35.672569274902344,-17.607084274291992
1,QQQ,put,buy_dom,1.5-2%,$1-5k,176,0.0,,14.679230690002441,45.50629234313965,-28.908560752868652
1,QQQ,put,buy_dom,1.5-2%,$5-25k,39,0.0,,18.751888275146484,54.629642486572266,-42.48667526245117
1,QQQ,put,buy_dom,2-3%,$1-5k,125,0.0,,13.50097942352295,47.8783073425293,-35.597999572753906
1,QQQ,put,buy_dom,3%+,$1-5k,45,0.0,,15.764519691467285,29.45633316040039,-24.191865921020508
1,QQQ,put,mixed,0.3-0.5%,$1-5k,190,24.210526315789473,43.0,14.393449783325195,20.563218116760254,-10.582706451416016
1,QQQ,put,mixed,0.3-0.5%,$100-500k,108,26.851851851851855,62.0,15.553598403930664,41.391645431518555,-24.09795570373535
1,QQQ,put,mixed,0.3-0.5%,$25-100k,338,25.14792899408284,48.0,14.946171283721924,30.691319465637207,-15.617924690246582
1,QQQ,put,mixed,0.3-0.5%,$5-25k,334,24.850299401197603,67.0,12.877725601196289,23.42062759399414,-13.106194019317627
1,QQQ,put,mixed,0.5-1%,$1-5k,479,2.5052192066805845,43.0,13.93001651763916,22.282434463500977,-12.368616104125977
1,QQQ,put,mixed,0.5-1%,$100-500k,23,8.695652173913043,69.0,13.377337455749512,45.44233322143555,-33.44583511352539
1,QQQ,put,mixed,0.5-1%,$25-100k,200,10.0,64.5,15.09093952178955,45.413822174072266,-29.084449768066406
1,QQQ,put,mixed,0.5-1%,$5-25k,479,6.05427974947808,54.0,15.342677116394043,29.83074378967285,-15.455443382263184
1,QQQ,put,mixed,1-1.5%,$1-5k,220,0.0,,14.058891296386719,43.05558395385742,-26.190481185913086
1,QQQ,put,mixed,1-1.5%,$5-25k,93,0.0,,17.236652374267578,53.058204650878906,-41.134342193603516
1,QQQ,put,mixed,1.5-2%,$1-5k,76,0.0,,10.909830570220947,46.411251068115234,-29.604371070861816
1,QQQ,put,mixed,2-3%,$1-5k,17,0.0,,18.751888275146484,65.4107666015625,-61.090179443359375
1,QQQ,put,sell_dom,0.3-0.5%,$1-5k,416,22.596153846153847,48.0,11.834319114685059,20.336965560913086,-13.64995288848877
1,QQQ,put,sell_dom,0.3-0.5%,$100-500k,98,28.57142857142857,71.5,15.023067951202393,40.30704879760742,-16.775426387786865
1,QQQ,put,sell_dom,0.3-0.5%,$25-100k,440,22.727272727272727,52.0,15.752764701843262,28.21407985687256,-15.579290390014648
1,QQQ,put,sell_dom,0.3-0.5%,$5-25k,515,23.883495145631066,56.0,14.560276985168457,21.627320289611816,-11.636346817016602
1,QQQ,put,sell_dom,0.5-1%,$1-5k,1422,1.5471167369901548,32.5,14.523598670959473,22.1924991607666,-12.673080444335938
1,QQQ,put,sell_dom,0.5-1%,$100-500k,32,3.125,85.0,14.393797397613525,43.53652572631836,-24.91017723083496
1,QQQ,put,sell_dom,0.5-1%,$25-100k,345,8.115942028985506,62.5,16.049291610717773,35.79646301269531,-21.641611099243164
1,QQQ,put,sell_dom,0.5-1%,$5-25k,999,2.902902902902903,42.0,15.007128715515137,26.86387825012207,-13.93505573272705
1,QQQ,put,sell_dom,1-1.5%,$1-5k,853,0.0,,14.394864082336426,27.534130096435547,-14.547045707702637
1,QQQ,put,sell_dom,1-1.5%,$25-100k,18,0.0,,23.952034950256348,48.91557502746582,-19.55442762374878
1,QQQ,put,sell_dom,1-1.5%,$5-25k,322,0.0,,15.095890045166016,42.128313064575195,-26.79838752746582
1,QQQ,put,sell_dom,1.5-2%,$1-5k,418,0.0,,12.368005752563477,40.213571548461914,-26.683281898498535
1,QQQ,put,sell_dom,1.5-2%,$5-25k,61,0.0,,14.4384183883667,41.81353759765625,-30.086702346801758
1,QQQ,put,sell_dom,2-3%,$1-5k,142,0.0,,13.857742309570312,52.8434944152832,-39.37354278564453
1,QQQ,put,sell_dom,2-3%,$5-25k,12,0.0,,11.8460054397583,52.73500061035156,-45.82807540893555
1,QQQ,put,sell_dom,3%+,$1-5k,36,0.0,,15.25103235244751,22.488306045532227,-12.973651885986328
1,SPXW,call,buy_dom,0.3-0.5%,$1-5k,204,8.333333333333332,98.0,13.461407661437988,6.224127769470215,7.591385364532471
1,SPXW,call,buy_dom,0.3-0.5%,$100-500k,91,12.087912087912088,80.0,15.89063549041748,13.464701652526855,1.1713531017303467
1,SPXW,call,buy_dom,0.3-0.5%,$25-100k,158,15.822784810126583,73.0,19.14767074584961,12.290722370147705,7.955995798110962
1,SPXW,call,buy_dom,0.3-0.5%,$5-25k,215,11.627906976744185,63.0,14.932376861572266,10.412331581115723,6.413374900817871
1,SPXW,call,buy_dom,0.5-1%,$1-5k,604,0.33112582781456956,99.0,15.409446716308594,12.711836338043213,6.439926862716675
1,SPXW,call,buy_dom,0.5-1%,$100-500k,46,4.3478260869565215,70.0,32.863746643066406,6.536066293716431,21.537354469299316
1,SPXW,call,buy_dom,0.5-1%,$25-100k,97,1.0309278350515463,118.0,24.132192611694336,12.130731582641602,11.844574928283691
1,SPXW,call,buy_dom,0.5-1%,$5-25k,294,0.3401360544217687,47.0,16.85926628112793,11.915191650390625,7.5040881633758545
1,SPXW,call,buy_dom,1-1.5%,$1-5k,286,0.0,,22.59828472137451,11.072597026824951,13.775508880615234
1,SPXW,call,buy_dom,1-1.5%,$5-25k,64,0.0,,25.023923873901367,13.079798221588135,14.401872158050537
1,SPXW,call,buy_dom,1.5-2%,$1-5k,120,0.0,,28.075111389160156,9.719430446624756,14.766083717346191
1,SPXW,call,buy_dom,1.5-2%,$5-25k,11,0.0,,36.67783737182617,13.313328742980957,25.129667282104492
1,SPXW,call,buy_dom,2-3%,$1-5k,130,0.0,,25.412704467773438,10.339448928833008,16.251357555389404
1,SPXW,call,buy_dom,3%+,$1-5k,24,0.0,,17.120732307434082,18.60378360748291,5.546612739562988
1,SPXW,call,mixed,0.3-0.5%,$1-5k,300,10.0,82.5,13.52435827255249,6.533677101135254,9.095404148101807
1,SPXW,call,mixed,0.3-0.5%,$100-500k,389,24.42159383033419,65.0,20.7050838470459,14.386333465576172,8.043901443481445
1,SPXW,call,mixed,0.3-0.5%,$25-100k,615,19.83739837398374,77.5,18.8834228515625,12.28348445892334,7.216352462768555
1,SPXW,call,mixed,0.3-0.5%,$5-25k,480,8.75,87.0,13.908607482910156,11.445008277893066,5.6972973346710205
1,SPXW,call,mixed,0.5-1%,$1-5k,597,0.0,,15.75454044342041,12.042515754699707,5.5111589431762695
1,SPXW,call,mixed,0.5-1%,$100-500k,62,8.064516129032258,59.0,26.64892292022705,12.150251388549805,13.277539253234863
1,SPXW,call,mixed,0.5-1%,$25-100k,234,3.418803418803419,93.0,24.671384811401367,13.188339233398438,13.29416275024414
1,SPXW,call,mixed,0.5-1%,$5-25k,498,0.8032128514056224,104.5,20.847142219543457,11.280429363250732,11.66519546508789
1,SPXW,call,mixed,1-1.5%,$1-5k,193,0.0,,27.267536163330078,10.101387977600098,15.680327415466309
1,SPXW,call,mixed,1-1.5%,$5-25k,43,0.0,,27.861249923706055,13.183226585388184,15.937874794006348
1,SPXW,call,mixed,1.5-2%,$1-5k,47,0.0,,30.42012596130371,8.950942039489746,26.012170791625977
1,SPXW,call,mixed,2-3%,$1-5k,19,0.0,,33.7972526550293,9.555010795593262,28.46117401123047
1,SPXW,call,sell_dom,0.3-0.5%,$1-5k,1020,8.823529411764707,83.0,13.52052116394043,6.895536422729492,8.134575366973877
1,SPXW,call,sell_dom,0.3-0.5%,$100-500k,638,28.213166144200624,65.0,25.689891815185547,11.23153018951416,15.807790756225586
1,SPXW,call,sell_dom,0.3-0.5%,$25-100k,1633,18.554807103490507,83.0,17.173303604125977,13.292783737182617,5.533276081085205
1,SPXW,call,sell_dom,0.3-0.5%,$5-25k,1646,9.963547995139733,71.0,14.160779476165771,11.826033592224121,5.787708282470703
1,SPXW,call,sell_dom,0.3-0.5%,$500k-2.5M,15,6.666666666666667,63.0,20.73545265197754,12.954010963439941,17.272241592407227
1,SPXW,call,sell_dom,0.5-1%,$1-5k,3525,0.36879432624113473,109.0,15.87800407409668,12.642345428466797,5.676393032073975
1,SPXW,call,sell_dom,0.5-1%,$100-500k,171,8.187134502923977,69.0,29.013757705688477,12.975112915039062,17.16104507446289
1,SPXW,call,sell_dom,0.5-1%,$25-100k,970,4.845360824742269,76.0,25.637434005737305,13.319520473480225,14.873941421508789
1,SPXW,call,sell_dom,0.5-1%,$5-25k,2503,0.3995205753096284,102.0,20.39192008972168,12.234477043151855,9.683734893798828
1,SPXW,call,sell_dom,1-1.5%,$1-5k,1314,0.0,,25.299175262451172,11.704689025878906,15.222517967224121
1,SPXW,call,sell_dom,1-1.5%,$25-100k,21,0.0,,28.144540786743164,13.313328742980957,10.513176918029785
1,SPXW,call,sell_dom,1-1.5%,$5-25k,315,0.0,,29.157487869262695,12.169771194458008,18.427736282348633
1,SPXW,call,sell_dom,1.5-2%,$1-5k,317,0.0,,29.312175750732422,10.46872615814209,20.590606689453125
1,SPXW,call,sell_dom,1.5-2%,$5-25k,25,0.0,,31.46082305908203,8.211801528930664,27.06532859802246
1,SPXW,call,sell_dom,2-3%,$1-5k,88,0.0,,24.298328399658203,11.302875995635986,10.513176918029785
1,SPXW,call,sell_dom,2-3%,$5-25k,10,0.0,,25.970704078674316,11.495749950408936,5.327747657895088
1,SPXW,put,buy_dom,0.3-0.5%,$1-5k,157,1.910828025477707,22.0,4.691068172454834,13.920047760009766,-10.891119956970215
1,SPXW,put,buy_dom,0.3-0.5%,$100-500k,117,14.529914529914532,67.0,12.950706481933594,19.556926727294922,-5.95296049118042
1,SPXW,put,buy_dom,0.3-0.5%,$25-100k,199,11.055276381909549,51.0,14.390711784362793,14.946871757507324,-2.5146825313568115
1,SPXW,put,buy_dom,0.3-0.5%,$5-25k,203,5.911330049261084,23.5,8.754661560058594,15.476802825927734,-8.524734497070312
1,SPXW,put,buy_dom,0.5-1%,$1-5k,694,0.1440922190201729,13.0,9.62711763381958,14.892717361450195,-7.338613986968994
1,SPXW,put,buy_dom,0.5-1%,$100-500k,69,1.4492753623188406,61.0,13.313328742980957,18.341426849365234,-6.214871406555176
1,SPXW,put,buy_dom,0.5-1%,$25-100k,300,2.3333333333333335,60.0,12.872236251831055,18.0868501663208,-7.373464584350586
1,SPXW,put,buy_dom,0.5-1%,$5-25k,630,0.31746031746031744,29.0,12.299452304840088,15.643882274627686,-6.972487688064575
1,SPXW,put,buy_dom,1-1.5%,$1-5k,723,0.0,,11.26421070098877,15.816768646240234,-7.052952289581299
1,SPXW,put,buy_dom,1-1.5%,$100-500k,12,0.0,,9.72520637512207,39.18186378479004,-19.853766918182373
1,SPXW,put,buy_dom,1-1.5%,$25-100k,62,0.0,,8.219242572784424,32.01795959472656,-28.261550903320312
1,SPXW,put,buy_dom,1-1.5%,$5-25k,412,0.0,,11.53400707244873,19.158096313476562,-9.710648536682129
1,SPXW,put,buy_dom,1.5-2%,$1-5k,502,0.0,,12.130731582641602,19.710012435913086,-11.74355411529541
1,SPXW,put,buy_dom,1.5-2%,$5-25k,147,0.0,,10.75864028930664,23.889934539794922,-13.277539253234863
1,SPXW,put,buy_dom,2-3%,$1-5k,486,0.0,,11.281394481658936,23.625444412231445,-15.193424224853516
1,SPXW,put,buy_dom,2-3%,$5-25k,95,0.0,,11.25927448272705,21.587697982788086,-15.461292266845703
1,SPXW,put,buy_dom,3%+,$1-5k,305,0.0,,12.974867820739746,19.76626968383789,-13.775508880615234
1,SPXW,put,buy_dom,3%+,$5-25k,25,0.0,,12.869974136352539,19.142736434936523,-1.4676485061645508
1,SPXW,put,mixed,0.3-0.5%,$1-5k,205,5.853658536585367,12.5,6.574461936950684,13.049467086791992,-8.038146018981934
1,SPXW,put,mixed,0.3-0.5%,$100-500k,441,17.687074829931973,48.0,13.313328742980957,23.531187057495117,-11.970470428466797
1,SPXW,put,mixed,0.3-0.5%,$25-100k,1006,12.922465208747516,53.5,13.107961654663086,16.583334922790527,-5.620020389556885
1,SPXW,put,mixed,0.3-0.5%,$5-25k,442,4.751131221719457,32.0,10.560674667358398,13.439801216125488,-6.613595008850098
1,SPXW,put,mixed,0.3-0.5%,$500k-2.5M,17,5.88235294117647,120.0,18.672622680664062,17.242347717285156,0.7323279976844788
1,SPXW,put,mixed,0.5-1%,$1-5k,690,0.2898550724637681,16.0,11.935027599334717,14.451611518859863,-5.433002471923828
1,SPXW,put,mixed,0.5-1%,$100-500k,248,0.0,,13.59863805770874,22.177620887756348,-6.603570938110352
1,SPXW,put,mixed,0.5-1%,$25-100k,991,2.7245206861755804,63.0,12.30172348022461,22.76754379272461,-12.399689674377441
1,SPXW,put,mixed,0.5-1%,$5-25k,1142,0.5253940455341506,42.5,12.713097095489502,17.090580940246582,-6.844789981842041
1,SPXW,put,mixed,1-1.5%,$1-5k,576,0.0,,12.87421464920044,17.24512004852295,-7.750562429428101
1,SPXW,put,mixed,1-1.5%,$100-500k,15,0.0,,10.46872615814209,23.965198516845703,-10.050203323364258
1,SPXW,put,mixed,1-1.5%,$25-100k,110,0.0,,11.218355178833008,27.33895969390869,-17.16104507446289
1,SPXW,put,mixed,1-1.5%,$5-25k,481,0.0,,11.176581382751465,24.641878128051758,-14.22419548034668
1,SPXW,put,mixed,1.5-2%,$1-5k,281,0.0,,10.666177749633789,24.641878128051758,-15.754345893859863
1,SPXW,put,mixed,1.5-2%,$25-100k,18,0.0,,18.048195838928223,17.242347717285156,5.1248064041137695
1,SPXW,put,mixed,1.5-2%,$5-25k,129,0.0,,10.46872615814209,29.013757705688477,-16.73607635498047
1,SPXW,put,mixed,2-3%,$1-5k,206,0.0,,11.190035343170166,25.886210441589355,-18.296899795532227
1,SPXW,put,mixed,2-3%,$5-25k,42,0.0,,13.274072170257568,24.641878128051758,-11.949420928955078
1,SPXW,put,mixed,3%+,$1-5k,53,0.0,,11.218355178833008,16.199724197387695,-13.688112258911133
1,SPXW,put,sell_dom,0.3-0.5%,$1-5k,870,3.793103448275862,19.0,5.37640118598938,13.950263977050781,-10.46296215057373
1,SPXW,put,sell_dom,0.3-0.5%,$100-500k,791,20.2275600505689,62.0,13.313328742980957,22.0561466217041,-9.683734893798828
1,SPXW,put,sell_dom,0.3-0.5%,$25-100k,2009,13.140866102538576,56.5,13.454217910766602,16.304183959960938,-5.704206943511963
1,SPXW,put,sell_dom,0.3-0.5%,$5-25k,1574,5.400254129606099,42.0,9.378524780273438,14.72623872756958,-7.418362617492676
1,SPXW,put,sell_dom,0.3-0.5%,$500k-2.5M,14,21.428571428571427,106.0,17.197184562683105,18.17045783996582,2.104906678199768
1,SPXW,put,sell_dom,0.5-1%,$1-5k,3476,0.34522439585730724,24.0,11.342368125915527,14.670228004455566,-6.080003261566162
1,SPXW,put,sell_dom,0.5-1%,$100-500k,311,2.572347266881029,64.5,13.193451881408691,26.157913208007812,-10.513176918029785
1,SPXW,put,sell_dom,0.5-1%,$25-100k,2462,3.0463038180341186,62.0,13.183226585388184,21.31826400756836,-10.490856170654297
1,SPXW,put,sell_dom,0.5-1%,$5-25k,4085,0.5140758873929009,61.0,12.856452941894531,16.41251564025879,-6.505154132843018
1,SPXW,put,sell_dom,1-1.5%,$1-5k,3421,0.0,,12.642345428466797,17.267642974853516,-7.490220546722412
1,SPXW,put,sell_dom,1-1.5%,$100-500k,28,0.0,,11.766239643096924,25.377955436706543,-11.178875923156738
1,SPXW,put,sell_dom,1-1.5%,$25-100k,402,0.0,,13.183226585388184,27.861249923706055,-17.05800724029541
1,SPXW,put,sell_dom,1-1.5%,$5-25k,2082,0.0,,12.643647193908691,23.33483600616455,-13.643074035644531
1,SPXW,put,sell_dom,1.5-2%,$1-5k,1983,0.0,,11.389457702636719,23.995624542236328,-14.592371940612793
1,SPXW,put,sell_dom,1.5-2%,$25-100k,57,0.0,,11.518462181091309,26.157913208007812,-13.277539253234863
1,SPXW,put,sell_dom,1.5-2%,$5-25k,600,0.0,,11.183730602264404,27.120342254638672,-16.954031944274902
1,SPXW,put,sell_dom,2-3%,$1-5k,1366,0.0,,11.28103256225586,25.644585609436035,-15.89640760421753
1,SPXW,put,sell_dom,2-3%,$25-100k,11,0.0,,10.46872615814209,28.209264755249023,-10.513176918029785
1,SPXW,put,sell_dom,2-3%,$5-25k,192,0.0,,12.130731582641602,28.766881942749023,-18.276790618896484
1,SPXW,put,sell_dom,3%+,$1-5k,333,0.0,,9.713654518127441,25.74234962463379,-17.16104507446289
1,SPXW,put,sell_dom,3%+,$5-25k,18,0.0,,9.24935245513916,29.575536727905273,-17.683725357055664
1,SPY,call,buy_dom,0.3-0.5%,$1-5k,428,5.841121495327103,90.0,14.554988384246826,10.102238655090332,7.3414294719696045
1,SPY,call,buy_dom,0.3-0.5%,$100-500k,42,30.952380952380953,41.0,21.302159309387207,13.972686767578125,13.571068286895752
1,SPY,call,buy_dom,0.3-0.5%,$25-100k,299,18.729096989966553,49.5,18.541810035705566,13.280531883239746,9.00224781036377
1,SPY,call,buy_dom,0.3-0.5%,$5-25k,565,12.56637168141593,72.0,15.465168952941895,13.365206718444824,6.0755743980407715
1,SPY,call,buy_dom,0.5-1%,$1-5k,766,0.7832898172323759,109.5,18.809463500976562,13.277832984924316,7.471900463104248
1,SPY,call,buy_dom,0.5-1%,$25-100k,102,6.862745098039216,68.0,27.30980682373047,14.313961029052734,15.718206882476807
1,SPY,call,buy_dom,0.5-1%,$5-25k,630,1.5873015873015872,105.0,21.35157585144043,12.584724426269531,12.4938063621521
1,SPY,call,buy_dom,1-1.5%,$1-5k,174,0.0,,30.653400421142578,9.830280780792236,22.82228946685791
1,SPY,call,buy_dom,1-1.5%,$5-25k,26,0.0,,31.38114070892334,13.014662742614746,19.42796802520752
1,SPY,call,buy_dom,1.5-2%,$1-5k,28,0.0,,24.46891689300537,12.90855598449707,14.107271671295166
1,SPY,call,buy_dom,2-3%,$1-5k,23,0.0,,33.08097457885742,8.875808715820312,26.459693908691406
1,SPY,call,mixed,0.3-0.5%,$1-5k,166,11.44578313253012,71.0,14.1663498878479,11.167322635650635,6.047456502914429
1,SPY,call,mixed,0.3-0.5%,$100-500k,85,38.82352941176471,43.0,26.951852798461914,14.855094909667969,17.54532241821289
1,SPY,call,mixed,0.3-0.5%,$25-100k,301,18.93687707641196,65.0,20.611631393432617,13.174936294555664,8.913481712341309
1,SPY,call,mixed,0.3-0.5%,$5-25k,319,10.658307210031348,88.5,16.935115814208984,10.46321964263916,7.530548572540283
1,SPY,call,mixed,0.5-1%,$1-5k,246,0.40650406504065045,104.0,23.796162605285645,10.365073680877686,12.938078880310059
1,SPY,call,mixed,0.5-1%,$25-100k,51,5.88235294117647,67.0,26.432510375976562,12.399484634399414,14.597646713256836
1,SPY,call,mixed,0.5-1%,$5-25k,237,2.109704641350211,66.0,25.554100036621094,13.807599067687988,12.97431755065918
1,SPY,call,mixed,1-1.5%,$1-5k,23,0.0,,27.888824462890625,12.593802452087402,22.2821044921875
1,SPY,call,mixed,1-1.5%,$5-25k,10,0.0,,22.420918464660645,13.402548789978027,13.485779762268066
1,SPY,call,sell_dom,0.3-0.5%,$1-5k,449,5.3452115812917596,88.5,13.9346923828125,8.305424690246582,7.2980546951293945
1,SPY,call,sell_dom,0.3-0.5%,$100-500k,55,25.454545454545453,45.5,27.700864791870117,13.587943077087402,14.265706062316895
1,SPY,call,sell_dom,0.3-0.5%,$25-100k,242,21.90082644628099,63.0,20.941580772399902,12.484047412872314,8.003764867782593
1,SPY,call,sell_dom,0.3-0.5%,$5-25k,576,9.895833333333332,69.0,15.70506763458252,11.27003812789917,7.668845176696777
1,SPY,call,sell_dom,0.5-1%,$1-5k,868,0.0,,18.34187412261963,12.133411407470703,7.981747627258301
1,SPY,call,sell_dom,0.5-1%,$25-100k,88,4.545454545454546,69.5,25.614012718200684,10.604102611541748,16.336685180664062
1,SPY,call,sell_dom,0.5-1%,$5-25k,581,0.8605851979345954,94.0,23.061756134033203,11.867364883422852,12.425189971923828
1,SPY,call,sell_dom,1-1.5%,$1-5k,173,0.0,,29.7783203125,11.09256362915039,19.669025421142578
1,SPY,call,sell_dom,1-1.5%,$5-25k,30,0.0,,20.648245811462402,14.905531406402588,15.71373462677002
1,SPY,call,sell_dom,1.5-2%,$1-5k,32,0.0,,28.616592407226562,10.808065414428711,19.26344394683838
1,SPY,put,buy_dom,0.3-0.5%,$1-5k,364,4.670329670329671,47.0,7.838381767272949,14.41988754272461,-7.778939723968506
1,SPY,put,buy_dom,0.3-0.5%,$100-500k,83,14.457831325301203,55.5,13.947059631347656,20.684860229492188,-10.55907154083252
1,SPY,put,buy_dom,0.3-0.5%,$25-100k,331,11.48036253776435,54.5,11.483293533325195,19.103940963745117,-10.192532539367676
1,SPY,put,buy_dom,0.3-0.5%,$5-25k,540,9.814814814814815,56.0,11.625512599945068,16.53460693359375,-7.706870079040527
1,SPY,put,buy_dom,0.5-1%,$1-5k,1133,0.706090026478376,28.5,11.841262817382812,15.553701400756836,-6.479456901550293
1,SPY,put,buy_dom,0.5-1%,$100-500k,42,0.0,,10.92034387588501,27.700864791870117,-15.033161163330078
1,SPY,put,buy_dom,0.5-1%,$25-100k,224,0.8928571428571428,85.0,12.227662563323975,25.92663288116455,-16.54239559173584
1,SPY,put,buy_dom,0.5-1%,$5-25k,953,1.049317943336831,44.5,11.694192886352539,20.226205825805664,-11.465413093566895
1,SPY,put,buy_dom,1-1.5%,$1-5k,587,0.0,,11.367218017578125,20.906980514526367,-11.412101745605469
1,SPY,put,buy_dom,1-1.5%,$100-500k,11,0.0,,5.001751899719238,28.29604721069336,-22.28639793395996
