date,bucket_start,bucket_end,symbol,option_chain_id,strike,option_type,expiry,is_otm,n_prints,total_volume,total_premium,max_print_premium,buy_volume,sell_volume,mid_volume,buy_vol_pct,sell_vol_pct,buy_premium_pct,bucket_spot,spot_min,spot_max,moneyness_pct,composite_score,rank_in_day,rank_in_day_symbol
2026-04-17,2026-04-17 09:55:00,2026-04-17 10:00:00,QQQ,QQQ260417C00651000,651.0,call,2026-04-17,True,785,13687,958368.0,129283.0,10867,2683,137,0.793965076349821,0.1960254255863228,0.8156647550836422,648.9207763671875,648.1500244140625,649.1300048828125,0.003204125539719174,8.33595985048078,1,1
2026-04-17,2026-04-17 12:25:00,2026-04-17 12:30:00,SPXW,SPXW260417P07100000,7100.0,put,2026-04-17,True,1686,6025,2040764.0,62532.0,2208,3020,797,0.36647302904564316,0.5012448132780083,0.3818187698332585,7121.830078125,7116.5400390625,7124.60986328125,-0.0030652343408265246,8.272041464913215,2,1
2026-04-17,2026-04-17 08:40:00,2026-04-17 08:45:00,SPXW,SPXW260417C07125000,7125.0,call,2026-04-17,True,571,5600,2251762.0,204000.0,4097,1143,360,0.7316071428571429,0.20410714285714285,0.7406000278892707,7093.39990234375,7091.39013671875,7096.7099609375,0.004454859177727866,8.256664953286347,3,2
2026-04-17,2026-04-17 12:20:00,2026-04-17 12:25:00,SPY,SPY260417P00708000,708.0,put,2026-04-17,True,1784,20389,978215.0,75280.0,12864,6989,536,0.6309284418068566,0.34278287311785766,0.6765557673926489,710.2150268554688,709.1400146484375,711.010009765625,-0.0031188115876341713,8.231347053099093,4,1
2026-04-17,2026-04-17 08:40:00,2026-04-17 08:45:00,SPXW,SPXW260417P07070000,7070.0,put,2026-04-17,True,1128,2430,1828064.0,25160.0,1047,980,403,0.4308641975308642,0.40329218106995884,0.4332255325852924,7093.52001953125,7091.39013671875,7096.7099609375,-0.003315704962626473,8.2005056775581,5,3
2026-04-17,2026-04-17 09:10:00,2026-04-17 09:15:00,SPXW,SPXW260417C07140000,7140.0,call,2026-04-17,True,1026,4233,1833455.0,209000.0,2020,1800,413,0.4772029293645169,0.42523033309709424,0.4629898197665064,7115.56005859375,7111.77001953125,7117.81982421875,0.0034347178865749145,8.195844945845497,6,4
2026-04-17,2026-04-17 10:35:00,2026-04-17 10:40:00,SPXW,SPXW260417C07160000,7160.0,call,2026-04-17,True,562,5225,1437158.0,124285.0,2516,2583,126,0.4815311004784689,0.49435406698564593,0.47759397366190776,7136.10009765625,7133.52001953125,7137.31982421875,0.003349154582570889,8.130352417826991,7,5
2026-04-17,2026-04-17 09:35:00,2026-04-17 09:40:00,SPXW,SPXW260417P07100000,7100.0,put,2026-04-17,True,582,2576,1307748.0,328900.0,1419,714,443,0.5508540372670807,0.27717391304347827,0.5542742179685994,7125.22021484375,7120.85986328125,7127.06982421875,-0.0035395698776031523,8.108927651294106,8,6
2026-04-17,2026-04-17 12:20:00,2026-04-17 12:25:00,SPXW,SPXW260417P07100000,7100.0,put,2026-04-17,True,1872,5098,1583621.0,19500.0,2421,2231,446,0.47489211455472735,0.43762259709690077,0.4970431687884917,7126.080078125,7116.009765625,7133.830078125,-0.0036598070522752446,8.098752579535565,9,7
2026-04-17,2026-04-17 09:35:00,2026-04-17 09:40:00,SPXW,SPXW260417C07150000,7150.0,call,2026-04-17,True,843,3335,1153016.0,101108.0,1908,1109,318,0.5721139430284857,0.33253373313343326,0.568286996884692,7125.25,7120.85986328125,7127.16015625,0.0034735623311462757,8.088054008089424,10,8
2026-04-17,2026-04-17 08:35:00,2026-04-17 08:40:00,QQQ,QQQ260417C00648000,648.0,call,2026-04-17,True,2434,19764,2010451.0,54560.0,6784,12025,955,0.34325035417931593,0.6084294677190852,0.3370213947019848,645.6799926757812,645.0399780273438,646.1699829101562,0.0035931225228217774,8.06237834653836,11,2
2026-04-17,2026-04-17 09:20:00,2026-04-17 09:25:00,SPY,SPY260417C00712000,712.0,call,2026-04-17,True,827,25924,1031171.0,40959.0,19060,6719,145,0.7352260453633699,0.2591806819935195,0.73230725068878,709.1950073242188,708.6900024414062,709.3699951171875,0.0039551782610038975,8.059084884247902,12,2
2026-04-17,2026-04-17 09:45:00,2026-04-17 09:50:00,SPXW,SPXW260417C07160000,7160.0,call,2026-04-17,True,1009,4583,1698290.0,177500.0,1866,2261,456,0.40715688413702816,0.4933449705433122,0.4119243474318285,7133.740234375,7132.25,7136.85986328125,0.0036810655788198413,8.037616781876446,13,9
