rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
1,2026-04-17 09:55:00,QQQ,QQQ260417C00651000,651.0,call,648.9207763671875,0.003204125539719174,785,13687,958368.0,0.8156647550836422,8.33595985048078
2,2026-04-17 12:25:00,SPXW,SPXW260417P07100000,7100.0,put,7121.830078125,-0.0030652343408265246,1686,6025,2040764.0,0.3818187698332585,8.272041464913215
3,2026-04-17 08:40:00,SPXW,SPXW260417C07125000,7125.0,call,7093.39990234375,0.004454859177727866,571,5600,2251762.0,0.7406000278892707,8.256664953286347
4,2026-04-17 12:20:00,SPY,SPY260417P00708000,708.0,put,710.2150268554688,-0.0031188115876341713,1784,20389,978215.0,0.6765557673926489,8.231347053099093
5,2026-04-17 08:40:00,SPXW,SPXW260417P07070000,7070.0,put,7093.52001953125,-0.003315704962626473,1128,2430,1828064.0,0.4332255325852924,8.2005056775581
6,2026-04-17 09:10:00,SPXW,SPXW260417C07140000,7140.0,call,7115.56005859375,0.0034347178865749145,1026,4233,1833455.0,0.4629898197665064,8.195844945845497
7,2026-04-17 10:35:00,SPXW,SPXW260417C07160000,7160.0,call,7136.10009765625,0.003349154582570889,562,5225,1437158.0,0.47759397366190776,8.130352417826991
8,2026-04-17 09:35:00,SPXW,SPXW260417P07100000,7100.0,put,7125.22021484375,-0.0035395698776031523,582,2576,1307748.0,0.5542742179685994,8.108927651294106
9,2026-04-17 12:20:00,SPXW,SPXW260417P07100000,7100.0,put,7126.080078125,-0.0036598070522752446,1872,5098,1583621.0,0.4970431687884917,8.098752579535565
10,2026-04-17 09:35:00,SPXW,SPXW260417C07150000,7150.0,call,7125.25,0.0034735623311462757,843,3335,1153016.0,0.568286996884692,8.088054008089424
11,2026-04-17 08:35:00,QQQ,QQQ260417C00648000,648.0,call,645.6799926757812,0.0035931225228217774,2434,19764,2010451.0,0.3370213947019848,8.06237834653836
12,2026-04-17 09:20:00,SPY,SPY260417C00712000,712.0,call,709.1950073242188,0.0039551782610038975,827,25924,1031171.0,0.73230725068878,8.059084884247902
13,2026-04-17 09:45:00,SPXW,SPXW260417C07160000,7160.0,call,7133.740234375,0.0036810655788198413,1009,4583,1698290.0,0.4119243474318285,8.037616781876446
14,2026-04-17 10:15:00,SPXW,SPXW260417C07150000,7150.0,call,7128.56005859375,0.0030076118079980733,724,2674,1190790.0,0.3557613013209718,8.029313302510355
15,2026-04-17 08:50:00,SPY,SPY260417C00710000,710.0,call,707.6300048828125,0.0033492009960487536,2261,15782,878456.0,0.5739854927281502,8.012945701782662
16,2026-04-17 08:50:00,SPXW,SPXW260417C07125000,7125.0,call,7100.60009765625,0.003436315523782823,940,2432,1194596.0,0.4348248278078949,7.981151590438629
17,2026-04-17 08:45:00,SPY,SPY260417P00704000,704.0,put,706.52001953125,-0.0035668055562274657,1479,13547,1067865.0,0.5179559213945583,7.976431013668558
18,2026-04-17 09:40:00,SPXW,SPXW260417P07110000,7110.0,put,7131.56005859375,-0.003023189655083878,625,1605,901934.0,0.4160670292948265,7.96428537301837
19,2026-04-17 09:20:00,SPXW,SPXW260417C07140000,7140.0,call,7115.044921875,0.0035073676131371053,542,1864,791632.0,0.5998595306910282,7.946173136654117
20,2026-04-17 12:20:00,SPXW,SPXW260417C07150000,7150.0,call,7127.919921875,0.0030976888583214937,1675,4869,1063141.0,0.3452467734759547,7.942531391507265
21,2026-04-17 08:30:00,SPXW,SPXW260417P07070000,7070.0,put,7091.68017578125,-0.0030571282466022405,636,1452,1234595.0,0.26794697856382055,7.942333370134422
22,2026-04-17 08:30:00,SPY,SPY260417P00704000,704.0,put,706.5250244140625,-0.0035738640908813684,1276,15850,1192506.0,0.43735796717165365,7.941659676929625
