bucket_min,horizon_min,n,toward_mean_bps,toward_median_bps,toward_hit_10bps,toward_p_pos,burst_mean_bps,burst_p_pos
5,1,1760,0.07431557945465754,0.0174201954905584,0.0022727272727272726,0.5022727272727273,0.038345059004665026,0.5022727272727273
5,5,1760,0.024397278236291828,0.0008816903473984894,0.06136363636363636,0.5005681818181819,0.01574745216488664,0.48920454545454545
5,15,1760,0.05080049252257559,0.2462118754920084,0.18977272727272726,0.5073863636363637,0.3676798869680844,0.5079545454545454
5,30,1756,-0.2034908181616052,-0.30766421332373284,0.260250569476082,0.4971526195899772,0.2976234815254981,0.5130979498861048
5,60,1748,-0.7840089951776763,-0.5995403444103431,0.3049199084668192,0.4891304347826087,0.2757671424293321,0.5034324942791762
