rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
1,2026-04-22 08:35:00,QQQ,QQQ260422P00647000,647.0,put,648.97998046875,-0.0030509114739100045,767,7901,904623.0,0.5315175492995424,8.07271221267805
2,2026-04-22 09:15:00,SPY,SPY260422P00708000,708.0,put,710.2349853515625,-0.003146825202445067,1168,12595,839690.0,0.5796972692303112,8.059769206840071
3,2026-04-22 09:30:00,SPXW,SPXW260422P07100000,7100.0,put,7123.02978515625,-0.0032331445818522325,793,2101,1239941.0,0.42605172342877606,8.049509719786093
4,2026-04-22 09:50:00,SPXW,SPXW260422P07100000,7100.0,put,7122.18994140625,-0.003115606518332854,778,1534,931597.0,0.4857604736812162,8.02030706568044
5,2026-04-22 08:50:00,QQQ,QQQ260422P00647000,647.0,put,649.1099853515625,-0.0032505821804909027,1541,8403,877071.0,0.5456604995490673,8.013521092039442
6,2026-04-22 09:00:00,SPY,SPY260422C00712000,712.0,call,709.7100219726562,0.003226638988383876,2506,15499,698329.0,0.5779639682728341,7.954032971330688
7,2026-04-22 09:15:00,SPXW,SPXW260422C07150000,7150.0,call,7126.31005859375,0.003324292826366972,1234,4351,1319418.0,0.32072853333818396,7.9438234191787
8,2026-04-22 09:20:00,SPXW,SPXW260422C07150000,7150.0,call,7128.33984375,0.003038597587205559,1154,2744,981385.0,0.35244781609663894,7.932708398179303
9,2026-04-22 09:50:00,QQQ,QQQ260422P00650000,650.0,put,652.0299072265625,-0.0031132118390041316,811,6835,591801.0,0.5708574334953811,7.90907031032321
10,2026-04-22 09:35:00,SPXW,SPXW260422P07100000,7100.0,put,7124.06005859375,-0.0033772958672248087,754,2296,1338458.0,0.29351761504656854,7.906933927192159
11,2026-04-22 09:20:00,QQQ,QQQ260422P00650000,650.0,put,652.0999755859375,-0.003220327656124491,1040,8134,735708.0,0.505644902597226,7.906252674601657
12,2026-04-22 08:45:00,QQQ,QQQ260422P00647000,647.0,put,649.4299926757812,-0.0037417315233150765,819,8561,880762.0,0.5765836854905184,7.898923290552624
13,2026-04-22 08:40:00,SPXW,SPXW260422C07135000,7135.0,call,7112.41015625,0.0031761165700137906,391,1189,568718.0,0.5662032852837434,7.868266051864142
14,2026-04-22 08:45:00,SPXW,SPXW260422C07140000,7140.0,call,7114.9501953125,0.0035207280444497576,941,2297,951055.0,0.4331421421474047,7.855129818594218
15,2026-04-22 09:10:00,SPY,SPY260422C00712000,712.0,call,709.8049926757812,0.003092408967065926,1166,7628,360647.0,0.6702260104756175,7.799586848476623
