rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
1,2026-04-20 09:50:00,SPXW,SPXW260420P07075000,7075.0,put,7099.72021484375,-0.0034818576078626557,1119,2532,1632156.0,0.4236182080634449,8.09182285766794
2,2026-04-20 09:50:00,SPY,SPY260420P00705000,705.0,put,707.52001953125,-0.0035617642775953914,2565,19055,1271351.0,0.5117595376886478,8.047496064989877
3,2026-04-20 10:05:00,SPXW,SPXW260420C07110000,7110.0,call,7088.2900390625,0.003062792410843754,659,1587,791514.0,0.5228650409215756,8.002486467259118
4,2026-04-20 09:55:00,SPY,SPY260420P00705000,705.0,put,707.1699829101562,-0.0030685449928549067,1775,11609,839170.0,0.48492677288272934,7.988213742159336
5,2026-04-20 10:20:00,QQQ,QQQ260420C00647000,647.0,call,644.8599853515625,0.003318572553809203,666,10962,551596.0,0.723078122393926,7.969128251740857
6,2026-04-20 09:50:00,SPXW,SPXW260420P07070000,7070.0,put,7099.60009765625,-0.004169262669600463,1255,2941,1670209.0,0.4920306380818209,7.96402291679683
7,2026-04-20 09:55:00,SPXW,SPXW260420P07070000,7070.0,put,7094.93994140625,-0.0035151730123464285,775,2294,1413720.0,0.35561638796932915,7.9514281935027835
8,2026-04-20 08:35:00,SPXW,SPXW260420C07140000,7140.0,call,7115.08984375,0.00350103186284871,625,2095,1142166.0,0.41362639055969097,7.92104643988461
9,2026-04-20 10:25:00,SPXW,SPXW260420C07125000,7125.0,call,7103.25,0.0030619786717347693,729,2107,779533.0,0.4451088023213899,7.91835026284072
10,2026-04-20 08:35:00,QQQ,QQQ260420C00650000,650.0,call,647.989990234375,0.0031019148380640707,1465,8317,825968.0,0.4221870580942603,7.90857635450198
11,2026-04-20 09:10:00,QQQ,QQQ260420P00645000,645.0,put,647.0341796875,-0.0031438519808682343,848,6553,578347.0,0.5879428785832727,7.9069765223985655
12,2026-04-20 10:00:00,SPXW,SPXW260420P07070000,7070.0,put,7093.5400390625,-0.003318517825073292,726,2229,1397356.0,0.24752675767664073,7.897278785003956
13,2026-04-20 09:40:00,SPY,SPY260420P00706000,706.0,put,708.1300048828125,-0.0030079291487796673,1226,8224,504602.0,0.592464952576486,7.893036036128843
14,2026-04-20 08:30:00,QQQ,QQQ260420C00650000,650.0,call,647.77001953125,0.0034425496727429517,1486,8794,894743.0,0.47218586789726213,7.89111976084178
15,2026-04-20 08:55:00,SPY,SPY260420P00707000,707.0,put,709.677001953125,-0.003772141334378226,1237,16051,928461.0,0.5366181239707429,7.872739857335628
16,2026-04-20 09:40:00,SPXW,SPXW260420P07080000,7080.0,put,7104.580078125,-0.0034597510133895252,607,1594,805484.0,0.5033594708274777,7.8714916240700346
17,2026-04-20 09:50:00,SPXW,SPXW260420C07125000,7125.0,call,7100.2998046875,0.0034787538543363116,942,2471,1019025.0,0.4052010500233066,7.869760158702811
18,2026-04-20 10:20:00,SPXW,SPXW260420C07125000,7125.0,call,7099.72998046875,0.0035592930436463698,907,2566,747859.0,0.5579393976672073,7.86397178976646
19,2026-04-20 10:20:00,SPXW,SPXW260420P07075000,7075.0,put,7097.8798828125,-0.0032234812634549625,530,1528,830905.0,0.4087711591577858,7.861278675156438
20,2026-04-20 09:25:00,SPY,SPY260420P00707000,707.0,put,709.219970703125,-0.003130158194677044,626,8246,456608.0,0.6404202291681267,7.860917238172879
21,2026-04-20 08:30:00,SPXW,SPXW260420C07135000,7135.0,call,7113.39990234375,0.0030365363894602803,505,1131,776233.0,0.3786195639711272,7.857651308583929
22,2026-04-20 10:05:00,SPXW,SPXW260420P07060000,7060.0,put,7087.2900390625,-0.0038505604980306266,793,2112,1150390.0,0.44714227348985996,7.852819599461598
23,2026-04-20 08:55:00,SPXW,SPXW260420C07145000,7145.0,call,7120.47998046875,0.0034435908251280295,819,1768,767454.0,0.47559853750192194,7.827574209846109
24,2026-04-20 09:00:00,QQQ,QQQ260420P00645000,645.0,put,647.1400146484375,-0.0033068804277233193,824,7113,609890.0,0.524668382823132,7.817856479142446
25,2026-04-20 10:05:00,SPXW,SPXW260420P07065000,7065.0,put,7087.2900390625,-0.0031450722264286654,503,1235,792575.0,0.35200832728763837,7.807527576681744
26,2026-04-20 08:55:00,SPY,SPY260420C00712000,712.0,call,709.669921875,0.003283326590541928,1779,13736,681634.0,0.4501154578556821,7.798669362798892
27,2026-04-20 08:45:00,SPXW,SPXW260420P07090000,7090.0,put,7112.080078125,-0.003104587952111628,346,818,604975.0,0.4476069259060292,7.797968686372432
28,2026-04-20 08:45:00,SPXW,SPXW260420C07135000,7135.0,call,7112.134765625,0.0032149607858268205,442,1197,677292.0,0.43076103069281785,7.797049382027461
29,2026-04-20 08:30:00,SPY,SPY260420P00706000,706.0,put,708.9099731445312,-0.004104855700680021,1005,11036,772745.0,0.629443089246776,7.786023144725801
30,2026-04-20 08:50:00,QQQ,QQQ260420C00650000,650.0,call,647.2092895507812,0.004311913463349301,702,9030,594204.0,0.7749880512416611,7.755350314136144
31,2026-04-20 09:50:00,SPY,SPY260420C00710000,710.0,call,707.6900024414062,0.0032641376176357783,1822,13387,663661.0,0.40004761467074307,7.742753280873532
32,2026-04-20 09:35:00,SPY,SPY260420P00706000,706.0,put,708.4694213867188,-0.003485572294546237,737,6890,384301.0,0.7005446251766194,7.739545581455873
33,2026-04-20 08:55:00,QQQ,QQQ260420C00650000,650.0,call,647.9000244140625,0.0032412031282706656,1265,7390,565858.0,0.4591682012094907,7.739515490470259
34,2026-04-20 09:50:00,QQQ,QQQ260420C00647000,647.0,call,644.7899780273438,0.0034275067044583145,975,8136,556186.0,0.518378743801534,7.7353475661575075
35,2026-04-20 10:05:00,QQQ,QQQ260420P00641000,641.0,put,642.9400024414062,-0.00301739265567482,920,5944,538560.0,0.3999647207367796,7.725981824728754
36,2026-04-20 08:30:00,QQQ,QQQ260420P00645000,645.0,put,647.3699951171875,-0.0036609591656444956,1074,7131,781256.0,0.43005109720757345,7.724557269127482
37,2026-04-20 09:00:00,SPXW,SPXW260420C07140000,7140.0,call,7117.6748046875,0.003136585461560741,596,1675,781959.0,0.2711139586602367,7.723322858132192
38,2026-04-20 08:30:00,SPXW,SPXW260420P07090000,7090.0,put,7113.10986328125,-0.003248911337718255,389,1006,832477.0,0.2716507483089623,7.717350112169021
39,2026-04-20 09:55:00,SPXW,SPXW260420C07120000,7120.0,call,7096.009765625,0.003380806279497418,713,2082,834031.0,0.30534476536243854,7.7122855954085185
40,2026-04-20 08:40:00,SPY,SPY260420P00706000,706.0,put,708.5800170898438,-0.0036411090174966352,1056,7845,597985.0,0.5271520188633494,7.711510330054408
41,2026-04-20 10:25:00,SPXW,SPXW260420P07080000,7080.0,put,7103.10009765625,-0.0032521148989399914,479,1548,749677.0,0.3029571402083831,7.702197436782939
42,2026-04-20 10:05:00,SPY,SPY260420P00704000,704.0,put,706.385009765625,-0.0033763595385699566,1198,6641,438082.0,0.5698590674805174,7.698507606429772
43,2026-04-20 09:50:00,SPXW,SPXW260420P07065000,7065.0,put,7099.240234375,-0.0048230843364345495,1162,2978,1430887.0,0.47970664350154835,7.688386984097862
44,2026-04-20 09:50:00,QQQ,QQQ260420P00642000,642.0,put,644.7000122070312,-0.004188013271146334,1386,10164,762853.0,0.5557925314575678,7.681829977896079
45,2026-04-20 10:20:00,SPY,SPY260420P00705000,705.0,put,707.4849853515625,-0.003512421327680423,1632,9966,524567.0,0.514050636048398,7.680126031723917
46,2026-04-20 08:50:00,SPXW,SPXW260420C07135000,7135.0,call,7113.419921875,0.0030337135108019584,344,789,450014.0,0.4355620047376304,7.678674941513848
47,2026-04-20 09:05:00,SPXW,SPXW260420C07140000,7140.0,call,7117.509765625,0.003159845945504663,437,871,395556.0,0.5166423970310146,7.665897687817086
48,2026-04-20 08:40:00,SPY,SPY260420C00711000,711.0,call,708.6099853515625,0.0033728210127489844,969,5886,390937.0,0.5809299196545735,7.661191502655611
49,2026-04-20 08:30:00,SPXW,SPXW260420C07140000,7140.0,call,7112.919921875,0.0038071675799017796,712,1523,838579.0,0.36917929020402374,7.65057351657004
50,2026-04-20 09:00:00,SPXW,SPXW260420P07095000,7095.0,put,7117.68994140625,-0.0031878238014069944,327,889,545533.0,0.3593091527002033,7.639783835125903
