rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
16,2026-04-20 08:57:00,SPXW,SPXW260420P07100000,7100.0,put,7121.740234375,-0.003052657589231477,152,473,300077.0,0.5004448858126415,7.561881765651546
17,2026-04-20 10:00:00,SPXW,SPXW260420P07075000,7075.0,put,7097.58984375,-0.003182748545253313,133,481,294605.0,0.5119566877683678,7.526373711710379
18,2026-04-20 09:41:00,SPY,SPY260420P00706000,706.0,put,708.1749877929688,-0.0030712575711648775,384,2819,174812.0,0.7011704002013591,7.522366854737998
19,2026-04-20 09:43:00,SPXW,SPXW260420P07080000,7080.0,put,7103.1201171875,-0.0032549241468627275,135,436,232172.0,0.6241924090760298,7.513526878125169
20,2026-04-20 10:08:00,SPXW,SPXW260420C07110000,7110.0,call,7088.2900390625,0.003062792410843754,231,429,205865.0,0.6169139970368931,7.51166089999546
21,2026-04-20 10:21:00,QQQ,QQQ260420C00647000,647.0,call,644.469970703125,0.003925752031727259,146,4669,209655.0,0.8619255443466648,7.505707230519206
22,2026-04-20 09:27:00,SPY,SPY260420P00707000,707.0,put,709.47998046875,-0.003495490411317158,134,2715,145234.0,0.8721236074197501,7.485547773082673
23,2026-04-20 11:12:00,SPXW,SPXW260420P07075000,7075.0,put,7100.5498046875,-0.003598285399059244,130,628,184252.0,0.7904880272670038,7.476416975303326
24,2026-04-20 10:07:00,SPXW,SPXW260420P07060000,7060.0,put,7084.93017578125,-0.003518760970499045,224,572,345869.0,0.48531091251311914,7.468595515267079
25,2026-04-20 08:36:00,SPXW,SPXW260420C07140000,7140.0,call,7115.66015625,0.003420602335627459,113,379,211812.0,0.6673512360017374,7.467123146679891
26,2026-04-20 08:39:00,QQQ,QQQ260420P00645000,645.0,put,646.9450073242188,-0.0030064492378778073,418,2674,326756.0,0.3511794733685074,7.463469602094962
27,2026-04-20 10:11:00,SPXW,SPXW260420C07115000,7115.0,call,7093.47998046875,0.003033774619862664,89,345,146405.0,0.7019569003790854,7.4573833897321125
28,2026-04-20 10:22:00,SPXW,SPXW260420C07125000,7125.0,call,7100.7001953125,0.003422170211261901,253,573,182485.0,0.6999095816094474,7.434488070004364
29,2026-04-20 10:06:00,SPY,SPY260420P00704000,704.0,put,706.385009765625,-0.0033763595385699566,407,2764,187087.0,0.6735476008488029,7.432685671615262
30,2026-04-20 08:40:00,SPXW,SPXW260420C07130000,7130.0,call,7106.3798828125,0.0033237903935627827,157,536,381324.0,0.3422129212952765,7.426371082158992
31,2026-04-20 08:54:00,SPXW,SPXW260420C07145000,7145.0,call,7117.0498046875,0.003927216484292575,245,645,251140.0,0.7025842159751533,7.424336889892595
32,2026-04-20 09:51:00,SPXW,SPXW260420C07125000,7125.0,call,7099.18994140625,0.0036356343197992236,394,1036,407500.0,0.393001226993865,7.4124396098821155
33,2026-04-20 10:37:00,SPXW,SPXW260420C07120000,7120.0,call,7097.10009765625,0.0032266562439090406,103,377,131609.0,0.7523725581077282,7.403664574059624
34,2026-04-20 08:38:00,SPXW,SPXW260420C07140000,7140.0,call,7114.41015625,0.003596903072494261,173,551,299009.0,0.49493493506884406,7.39154972630117
35,2026-04-20 08:45:00,SPXW,SPXW260420P07090000,7090.0,put,7111.89013671875,-0.003077963283731147,92,282,206153.0,0.49853749399717684,7.389340274700024
36,2026-04-20 08:39:00,QQQ,QQQ260420C00649000,649.0,call,646.9000244140625,0.00324621349000501,261,1995,214424.0,0.5291805021825915,7.386591873930778
37,2026-04-20 10:24:00,SPXW,SPXW260420P07080000,7080.0,put,7101.9052734375,-0.003084422080287379,124,466,251548.0,0.41041073671824063,7.385706707816572
38,2026-04-20 09:31:00,QQQ,QQQ260420P00644000,644.0,put,646.219970703125,-0.003435317390005051,152,1469,120827.0,0.8338533605899344,7.385425730492829
39,2026-04-20 11:43:00,SPXW,SPXW260420C07125000,7125.0,call,7102.3701171875,0.003186243808631774,33,568,84319.0,0.9152266986088544,7.385284153887794
40,2026-04-20 08:55:00,SPY,SPY260420C00712000,712.0,call,709.4591064453125,0.003581451744862987,445,3407,167133.0,0.7334099190465079,7.382039202814103
41,2026-04-20 08:36:00,QQQ,QQQ260420C00650000,650.0,call,648.0499877929688,0.00300904597448155,269,1534,165178.0,0.5664919057017278,7.381732945906749
42,2026-04-20 08:54:00,SPY,SPY260420P00707000,707.0,put,709.2999877929688,-0.0032426164282411815,319,2186,160314.0,0.6494504534850356,7.381639684375283
43,2026-04-20 08:34:00,SPY,SPY260420P00706000,706.0,put,709.0399780273438,-0.004287456450342092,156,4133,269569.0,0.7328476197188846,7.377282243253245
44,2026-04-20 08:55:00,SPXW,SPXW260420C07145000,7145.0,call,7118.31982421875,0.003748100175335716,218,493,209429.0,0.6770313566889017,7.373640196814241
45,2026-04-20 08:40:00,SPY,SPY260420P00706000,706.0,put,708.3699951171875,-0.003345702293326845,387,2825,241968.0,0.4884984791377372,7.368547520792345
46,2026-04-20 09:52:00,SPXW,SPXW260420P07075000,7075.0,put,7100.91015625,-0.003648850031878616,194,564,318741.0,0.45892433041246655,7.36770861421417
47,2026-04-20 10:22:00,QQQ,QQQ260420C00647000,647.0,call,644.9600219726562,0.0031629526758950605,229,3101,158201.0,0.6165194910272375,7.366845657834242
48,2026-04-20 08:37:00,SPXW,SPXW260420C07140000,7140.0,call,7116.85986328125,0.0032514531918970747,122,344,199200.0,0.5427961847389559,7.366651741445223
49,2026-04-20 11:31:00,SPXW,SPXW260420P07080000,7080.0,put,7101.740234375,-0.0030612545175574537,73,384,102497.0,0.7656321648438491,7.3579712008470395
50,2026-04-20 09:55:00,SPXW,SPXW260420P07075000,7075.0,put,7097.08984375,-0.0031125213624642583,141,369,245382.0,0.39647569911403446,7.352563762123804
