date,bucket_start,bucket_end,symbol,option_chain_id,strike,option_type,expiry,is_otm,n_prints,total_volume,total_premium,max_print_premium,buy_volume,sell_volume,mid_volume,buy_vol_pct,sell_vol_pct,buy_premium_pct,bucket_spot,spot_min,spot_max,moneyness_pct,composite_score,rank_in_day,rank_in_day_symbol
2026-04-15,2026-04-15 13:02:00,2026-04-15 13:03:00,SPXW,SPXW260415C07025000,7025.0,call,2026-04-15,True,1034,2930,744515.0,25365.0,1366,1468,96,0.4662116040955631,0.5010238907849829,0.4088379683418064,7003.4501953125,6998.3798828125,7008.4501953125,0.0030770269062416642,7.857603931851047,1,1
2026-04-15,2026-04-15 10:30:00,2026-04-15 10:31:00,SPXW,SPXW260415C07025000,7025.0,call,2026-04-15,True,140,4531,470976.0,277134.0,4178,342,11,0.9220922533657029,0.07548002648421982,0.920947139557005,6995.89013671875,6994.77978515625,6997.9501953125,0.00416099491449465,7.845648364233518,2,2
2026-04-15,2026-04-15 11:56:00,2026-04-15 11:57:00,SPXW,SPXW260415P06960000,6960.0,put,2026-04-15,True,599,1297,525364.0,20000.0,652,484,161,0.5026985350809561,0.37316885119506554,0.5096428381084352,6981.35009765625,6980.02978515625,6984.16015625,-0.0030581617248241952,7.812655457224703,3,3
2026-04-15,2026-04-15 10:42:00,2026-04-15 10:43:00,SPXW,SPXW260415P06970000,6970.0,put,2026-04-15,True,80,1667,371340.0,111500.0,1569,85,13,0.9412117576484703,0.05098980203959208,0.9423062422577692,6998.3701171875,6997.919921875,6999.27001953125,-0.004053817776488415,7.79593381191939,4,4
2026-04-15,2026-04-15 09:22:00,2026-04-15 09:23:00,SPXW,SPXW260415C07010000,7010.0,call,2026-04-15,True,325,1945,570961.0,60900.0,985,618,342,0.506426735218509,0.3177377892030848,0.5033128357278343,6987.2099609375,6986.6298828125,6987.8701171875,0.0032616794385612216,7.78141620918381,5,5
2026-04-15,2026-04-15 09:59:00,2026-04-15 10:00:00,SPXW,SPXW260415C07015000,7015.0,call,2026-04-15,True,146,1087,233720.0,10750.0,929,103,55,0.8546458141674333,0.09475620975160993,0.858052370357693,6992.58984375,6991.6201171875,6993.16015625,0.0032048435201773307,7.765297050121539,6,6
2026-04-15,2026-04-15 08:30:00,2026-04-15 08:31:00,SPXW,SPXW260415C07000000,7000.0,call,2026-04-15,True,442,1168,452821.0,15200.0,579,309,280,0.4957191780821918,0.2645547945205479,0.501544760512432,6978.33984375,6977.33984375,6981.41015625,0.0031039124970962044,7.726298529931497,7,7
2026-04-15,2026-04-15 09:06:00,2026-04-15 09:07:00,SPXW,SPXW260415P06950000,6950.0,put,2026-04-15,True,334,1131,513680.0,39130.0,641,154,336,0.5667550839964633,0.1361626878868258,0.5731700669677621,6974.72021484375,6973.56982421875,6977.77978515625,-0.003544258992803741,7.720585871491508,8,8
2026-04-15,2026-04-15 08:41:00,2026-04-15 08:42:00,SPXW,SPXW260415P06950000,6950.0,put,2026-04-15,True,79,1765,640326.0,83127.0,1656,91,18,0.9382436260623229,0.05155807365439093,0.9385094467505615,6986.4501953125,6985.75,6987.740234375,-0.005217269756958398,7.679730334315243,9,9
2026-04-15,2026-04-15 08:34:00,2026-04-15 08:35:00,SPXW,SPXW260415C07005000,7005.0,call,2026-04-15,True,249,712,308257.0,24780.0,428,135,149,0.601123595505618,0.1896067415730337,0.5992175360170248,6982.2001953125,6980.77001953125,6983.22998046875,0.0032654183566387354,7.608506385374345,10,10
