rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
1,2026-04-15 13:02:00,SPXW,SPXW260415C07025000,7025.0,call,7003.4501953125,0.0030770269062416642,1034,2930,744515.0,0.4088379683418064,7.857603931851047
2,2026-04-15 10:30:00,SPXW,SPXW260415C07025000,7025.0,call,6995.89013671875,0.00416099491449465,140,4531,470976.0,0.920947139557005,7.845648364233518
3,2026-04-15 11:56:00,SPXW,SPXW260415P06960000,6960.0,put,6981.35009765625,-0.0030581617248241952,599,1297,525364.0,0.5096428381084352,7.812655457224703
4,2026-04-15 10:42:00,SPXW,SPXW260415P06970000,6970.0,put,6998.3701171875,-0.004053817776488415,80,1667,371340.0,0.9423062422577692,7.79593381191939
5,2026-04-15 09:22:00,SPXW,SPXW260415C07010000,7010.0,call,6987.2099609375,0.0032616794385612216,325,1945,570961.0,0.5033128357278343,7.78141620918381
6,2026-04-15 09:59:00,SPXW,SPXW260415C07015000,7015.0,call,6992.58984375,0.0032048435201773307,146,1087,233720.0,0.858052370357693,7.765297050121539
7,2026-04-15 08:30:00,SPXW,SPXW260415C07000000,7000.0,call,6978.33984375,0.0031039124970962044,442,1168,452821.0,0.501544760512432,7.726298529931497
8,2026-04-15 09:06:00,SPXW,SPXW260415P06950000,6950.0,put,6974.72021484375,-0.003544258992803741,334,1131,513680.0,0.5731700669677621,7.720585871491508
9,2026-04-15 08:41:00,SPXW,SPXW260415P06950000,6950.0,put,6986.4501953125,-0.005217269756958398,79,1765,640326.0,0.9385094467505615,7.679730334315243
10,2026-04-15 08:34:00,SPXW,SPXW260415C07005000,7005.0,call,6982.2001953125,0.0032654183566387354,249,712,308257.0,0.5992175360170248,7.608506385374345
11,2026-04-15 08:44:00,SPXW,SPXW260415C07000000,7000.0,call,6975.02978515625,0.0035799438300449684,516,1445,614628.0,0.36715704458631887,7.581786943264823
12,2026-04-15 08:32:00,SPXW,SPXW260415C07000000,7000.0,call,6978.7001953125,0.0030521163098261184,327,755,316945.0,0.47152345044092825,7.556873832645449
13,2026-04-15 10:56:00,SPXW,SPXW260415C07025000,7025.0,call,6993.47021484375,0.004508460633653309,64,3275,295931.0,0.9284698122197405,7.547123551366872
14,2026-04-15 11:47:00,SPXW,SPXW260415P06960000,6960.0,put,6984.240234375,-0.003470704552185151,414,1018,345012.0,0.5480794870903041,7.544703580919327
15,2026-04-15 08:39:00,SPY,SPY260415P00694000,694.0,put,696.1599731445312,-0.0031026965465634627,190,3327,197789.0,0.6644403884948101,7.529835754989137
16,2026-04-15 08:44:00,SPXW,SPXW260415P06950000,6950.0,put,6974.5,-0.0035127966162448922,293,629,380741.0,0.4960721330248121,7.522863935031767
17,2026-04-15 08:31:00,SPXW,SPXW260415C07000000,7000.0,call,6978.830078125,0.0030334485347847467,436,1005,417449.0,0.3077669367994653,7.518336841753766
18,2026-04-15 08:40:00,SPY,SPY260415P00694000,694.0,put,696.239990234375,-0.0032172674161117247,215,2204,131123.0,0.8625260251824622,7.515027989473244
19,2026-04-15 08:37:00,QQQ,QQQ260415C00631000,631.0,call,629.0800170898438,0.003052048798240626,233,2097,167112.0,0.7020142180094787,7.509409814239539
20,2026-04-15 08:44:00,QQQ,QQQ260415P00627000,627.0,put,628.9099731445312,-0.003036957952791623,307,1916,176739.0,0.6657557188849094,7.502003183704879
21,2026-04-15 09:47:00,SPXW,SPXW260415P06970000,6970.0,put,6992.080078125,-0.003157869743808913,72,459,167936.0,0.7155702172256098,7.493355684834118
