rank_in_day,bucket_start,symbol,option_chain_id,strike,option_type,bucket_spot,moneyness_pct,n_prints,total_volume,total_premium,buy_premium_pct,composite_score
1,2026-04-22 08:49:00,QQQ,QQQ260422P00647000,647.0,put,648.969970703125,-0.0030355344500619034,272,4999,554724.0,0.683648084452809,8.01706548826672
2,2026-04-22 09:52:00,SPXW,SPXW260422P07100000,7100.0,put,7122.52001953125,-0.003161805016973767,342,597,369149.0,0.6333485936573037,7.752009961323657
3,2026-04-22 09:17:00,SPY,SPY260422P00708000,708.0,put,710.25,-0.0031678986272439284,151,2850,189630.0,0.9103991984390656,7.737938945527608
4,2026-04-22 08:42:00,SPXW,SPXW260422C07135000,7135.0,call,7110.75,0.0034103294307914075,56,552,255140.0,0.8120639648820256,7.695745389013325
5,2026-04-22 09:15:00,SPXW,SPXW260422C07150000,7150.0,call,7126.41015625,0.0033102001193842665,568,1234,427758.0,0.522148036974177,7.660287156973948
6,2026-04-22 09:16:00,SPY,SPY260422P00708000,708.0,put,710.1900024414062,-0.0030836852587022086,237,3014,200533.0,0.7807692499488862,7.657851688997892
7,2026-04-22 09:20:00,QQQ,QQQ260422C00654000,654.0,call,651.85498046875,0.003290639169018104,297,3362,208206.0,0.7957071362016465,7.627010712064915
8,2026-04-22 09:32:00,SPXW,SPXW260422P07100000,7100.0,put,7122.97998046875,-0.0032261750744437346,271,747,451238.0,0.4357367952167149,7.622290900988381
9,2026-04-22 09:52:00,QQQ,QQQ260422P00650000,650.0,put,652.0899658203125,-0.003205026805899975,222,2565,220429.0,0.7348034968175694,7.6165661556983775
10,2026-04-22 08:36:00,QQQ,QQQ260422P00647000,647.0,put,649.010009765625,-0.0030970396995122908,148,2578,294376.0,0.5735318096583961,7.613323774888341
11,2026-04-22 09:33:00,SPXW,SPXW260422P07100000,7100.0,put,7122.22021484375,-0.003119843837100097,247,686,436818.0,0.3633710149307034,7.567719384101057
12,2026-04-22 08:49:00,SPY,SPY260422P00706000,706.0,put,708.6107788085938,-0.003684362257349969,232,3201,223489.0,0.8121339305290193,7.556083348836818
13,2026-04-22 10:40:00,SPXW,SPXW260422P07100000,7100.0,put,7121.81982421875,-0.0030637989667400205,113,317,147323.0,0.8031536148462901,7.552287426714629
14,2026-04-22 10:43:00,QQQ,QQQ260422P00650000,650.0,put,652.510009765625,-0.0038466992506775034,109,3151,183552.0,0.9394013685495118,7.549153080376397
15,2026-04-22 09:06:00,SPXW,SPXW260422P07090000,7090.0,put,7113.580078125,-0.0033147975936211357,106,351,232409.0,0.671183129741103,7.542998662341149
16,2026-04-22 11:29:00,SPY,SPY260422P00707000,707.0,put,709.2625122070312,-0.0031899503612434414,136,2873,114338.0,0.9384281691126309,7.539637450328706
17,2026-04-22 08:46:00,SPXW,SPXW260422C07140000,7140.0,call,7116.52978515625,0.0032979858937293395,256,698,312475.0,0.5310664853188255,7.536487383783055
18,2026-04-22 09:01:00,SPY,SPY260422C00712000,712.0,call,709.7999877929688,0.0030994818890768138,790,4449,211332.0,0.6399220184354475,7.5350447698668646
19,2026-04-22 09:38:00,SPY,SPY260422P00708000,708.0,put,710.2449951171875,-0.0031608742513096976,192,2641,167529.0,0.7416387610503257,7.517469074151684
20,2026-04-22 09:00:00,SPY,SPY260422P00707000,707.0,put,709.5900268554688,-0.0036500327758922885,373,5210,341723.0,0.5715155257328304,7.510181174255975
21,2026-04-22 10:41:00,SPXW,SPXW260422P07100000,7100.0,put,7122.7900390625,-0.003199594391736362,89,374,164759.0,0.7525476605223387,7.50952112628581
22,2026-04-22 08:37:00,QQQ,QQQ260422P00647000,647.0,put,649.2739868164062,-0.003502353186143064,134,1938,211059.0,0.7187232006216271,7.492423178582252
